frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
18,1751126189.05,150,0.031,0.018,0.029,0.187,0.00,0.00,-0.85,0.00,0.01,none,1,0,0,20.09,2.01,0.00,0.93,0.082,0.020,0.021,1.070
19,1751126189.07,150,0.054,0.041,0.059,0.597,0.00,0.00,-0.86,0.00,0.01,none,0,0,0,20.12,2.02,0.00,3.96,0.084,0.020,0.021,0.252
20,1751126189.32,150,0.066,0.046,0.074,0.753,0.00,0.00,-0.86,0.00,0.01,none,0,0,0,20.13,2.02,0.00,4.44,0.069,0.018,0.022,0.225
21,1751126189.55,150,0.066,0.049,0.082,0.811,0.00,0.00,-0.86,0.00,0.01,none,0,0,1,20.13,2.02,0.00,4.57,0.066,0.019,0.024,0.219
22,1751126189.77,150,0.074,0.054,0.089,0.837,0.00,0.00,-0.87,0.00,0.01,none,0,0,0,20.11,2.02,0.00,4.07,0.077,0.019,0.022,0.246
23,1751126190.01,150,0.074,0.054,0.090,0.612,0.00,0.00,-0.87,0.00,0.01,resume_reinforce,0,0,0,20.10,2.01,0.00,4.20,0.078,0.019,0.023,0.238
29,1751126191.47,146,4.066,3.389,4.487,103.892,1.38,-0.00,-0.99,0.00,1.65,none,0,0,0,36.53,4.48,0.00,0.68,0.071,0.020,0.024,1.463
30,1751126191.71,143,4.634,4.015,5.245,56.667,1.83,-0.00,-0.99,0.00,1.76,none,0,0,0,37.59,4.64,0.00,3.76,0.083,0.022,0.021,0.266
31,1751126191.98,149,5.255,4.622,6.011,57.071,2.27,-0.00,-0.99,0.00,1.83,none,0,0,0,38.26,4.74,0.00,3.99,0.079,0.021,0.023,0.250
32,1751126192.23,150,5.970,5.277,6.778,62.205,2.73,-0.00,-0.98,0.00,1.87,none,0,0,0,38.72,4.81,0.00,4.03,0.075,0.023,0.023,0.248
33,1751126192.48,148,6.693,5.958,7.462,58.863,3.21,-0.00,-0.98,-0.00,1.91,resume_reinforce,0,0,0,39.06,4.86,0.00,3.94,0.078,0.021,0.024,0.254
34,1751126192.73,147,6.553,6.059,7.387,54.436,3.71,-0.00,-0.98,-0.00,1.93,none,0,0,0,39.29,4.89,0.00,3.75,0.080,0.021,0.023,0.266
35,1751126193.00,144,6.926,5.861,7.633,123.226,4.24,-0.00,-0.98,-0.00,1.95,none,0,0,0,39.45,4.92,0.00,3.65,0.075,0.020,0.022,0.274
