frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
18,1751141057.63,0,0.000,0.000,0.000,0.000,0.00,0.00,-0.85,0.00,0.01,blind_forward,1,0,0,0.00,0.00,0.00,0.96,0.075,0.020,0.022,1.046
19,1751141057.63,150,0.008,0.010,0.017,0.317,0.00,-0.00,-0.84,-0.00,0.04,none,0,0,0,20.22,2.03,0.00,17.00,0.085,0.021,0.025,0.059
20,1751141057.69,149,1.860,1.708,1.777,61.256,0.01,-0.00,-0.85,0.00,0.15,none,0,0,0,21.53,2.23,0.00,10.49,0.072,0.022,0.024,0.095
21,1751141057.79,150,3.534,2.742,2.966,128.990,0.04,-0.00,-0.87,0.00,0.42,none,0,0,0,24.24,2.64,0.00,6.90,0.095,0.023,0.025,0.145
22,1751141057.93,148,4.167,3.126,3.673,73.321,0.09,-0.00,-0.90,0.00,0.60,none,0,0,0,26.01,2.90,0.00,8.97,0.069,0.019,0.021,0.111
23,1751141058.04,150,3.773,2.783,3.626,14.027,0.16,0.00,-0.92,0.00,0.77,none,0,0,0,27.67,3.15,0.00,9.02,0.069,0.020,0.022,0.111
24,1751141058.15,148,4.068,3.115,4.209,27.980,0.27,0.00,-0.94,0.00,0.94,none,0,0,0,29.40,3.41,0.00,8.11,0.071,0.024,0.025,0.123
25,1751141058.28,148,4.356,3.369,4.678,45.360,0.39,-0.00,-0.95,0.00,1.09,none,0,0,0,30.89,3.63,0.00,8.38,0.072,0.020,0.024,0.119
26,1751141058.40,147,4.631,3.632,5.090,51.615,0.53,-0.00,-0.96,0.00,1.23,none,0,0,0,32.28,3.84,0.00,8.06,0.077,0.022,0.023,0.124
27,1751141058.52,146,4.920,3.883,5.402,49.033,0.69,-0.00,-0.96,0.00,1.35,none,0,0,0,33.48,4.02,0.00,8.09,0.078,0.022,0.021,0.124
28,1751141058.64,148,5.716,4.528,6.281,56.494,0.85,-0.00,-0.97,0.00,1.44,none,0,0,0,34.44,4.17,0.00,8.70,0.070,0.020,0.022,0.115
29,1751141058.76,150,6.412,5.181,7.165,101.642,1.02,-0.00,-0.97,0.00,1.53,none,0,0,0,35.28,4.29,0.00,8.43,0.075,0.020,0.023,0.119
30,1751141058.88,149,6.590,5.371,7.481,102.508,1.23,-0.00,-0.97,0.00,1.61,none,0,0,0,36.09,4.41,0.00,7.26,0.091,0.020,0.023,0.138
31,1751141059.01,142,6.403,5.412,7.670,110.315,1.44,-0.00,-0.97,0.00,1.67,none,0,0,0,36.73,4.51,0.00,7.73,0.082,0.024,0.023,0.129
32,1751141059.14,141,6.304,5.546,7.787,268.278,1.64,-0.00,-0.97,0.00,1.72,none,0,0,0,37.19,4.58,0.00,8.64,0.070,0.020,0.022,0.116
33,1751141059.26,136,6.687,6.102,8.178,52.363,1.84,-0.00,-0.97,0.00,1.76,none,0,0,0,37.60,4.64,0.00,8.63,0.069,0.021,0.024,0.116
34,1751141059.38,144,6.729,6.264,8.168,54.395,2.04,-0.00,-0.97,0.00,1.79,none,0,0,0,37.95,4.69,0.00,8.49,0.072,0.021,0.022,0.118
35,1751141059.49,148,6.740,6.402,8.140,51.423,2.28,-0.00,-0.96,0.00,1.83,none,0,0,0,38.27,4.74,0.00,7.56,0.085,0.021,0.026,0.132
36,1751141059.62,150,6.755,6.579,8.099,63.165,2.50,-0.00,-0.96,0.00,1.85,none,0,0,0,38.51,4.78,0.00,8.32,0.073,0.022,0.023,0.120
37,1751141059.75,148,6.685,6.683,8.085,60.917,2.72,-0.00,-0.96,0.00,1.77,resume_reinforce,0,0,0,37.72,4.66,0.00,8.11,0.083,0.020,0.019,0.123
38,1751141059.87,146,6.565,6.844,7.952,121.275,2.92,-0.00,-0.96,0.00,1.68,none,0,0,0,0.00,0.00,0.00,8.50,0.071,0.023,0.023,0.118
