frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
17,1751134088.94,150,0.029,0.031,0.050,0.346,0.00,0.00,-0.85,0.00,0.01,none,1,0,0,20.10,2.02,0.00,0.89,0.099,0.020,0.021,1.124
18,1751134089.07,150,0.046,0.042,0.070,0.601,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.13,2.02,0.00,4.27,0.077,0.022,0.024,0.234
19,1751134089.30,150,0.058,0.053,0.084,0.786,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.13,2.02,0.00,4.21,0.076,0.019,0.021,0.237
20,1751134089.54,150,0.065,0.059,0.091,0.892,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.12,2.02,0.00,4.30,0.067,0.018,0.023,0.232
21,1751134089.77,150,0.065,0.060,0.093,0.733,0.00,0.00,-0.86,0.00,0.01,none,0,0,0,20.11,2.02,0.00,4.40,0.069,0.020,0.022,0.227
22,1751134089.99,150,0.068,0.058,0.093,0.657,0.00,0.00,-0.86,0.00,0.01,resume_reinforce,0,0,0,20.10,2.01,0.00,4.16,0.072,0.023,0.021,0.240
23,1751134090.24,149,1.041,0.997,0.989,191.107,0.02,0.00,-0.88,0.00,0.34,none,0,0,0,0.00,0.00,0.00,4.04,0.073,0.019,0.023,0.248
24,1751134090.48,150,1.518,1.290,1.495,16.677,0.14,0.00,-0.93,-0.00,0.73,none,0,0,0,0.00,0.00,0.00,4.04,0.074,0.020,0.020,0.247
25,1751134090.73,145,2.076,1.765,2.183,46.656,0.37,0.00,-0.96,-0.00,1.07,none,0,0,0,0.00,0.00,0.00,3.98,0.075,0.021,0.023,0.251
26,1751134090.98,149,2.525,2.171,2.654,66.316,0.72,0.00,-0.98,0.00,1.37,none,0,0,0,0.00,0.00,0.00,3.54,0.083,0.021,0.023,0.283
27,1751134091.27,150,3.344,2.878,3.541,115.548,1.08,0.00,-0.98,0.00,1.55,none,0,0,0,35.53,4.33,0.00,4.00,0.070,0.021,0.022,0.250
28,1751134091.52,138,3.978,3.442,4.360,128.753,1.47,0.00,-0.98,0.00,1.68,none,0,0,0,36.81,4.52,0.00,4.07,0.087,0.019,0.022,0.246
