frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
18,1751137686.94,150,0.024,0.016,0.030,0.362,0.00,0.00,-0.85,0.00,0.01,none,1,0,0,20.08,2.01,0.00,0.95,0.067,0.019,0.021,1.048
19,1751137686.94,150,0.040,0.031,0.056,0.498,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.12,2.02,0.00,4.02,0.087,0.023,0.023,0.249
20,1751137687.19,150,0.055,0.044,0.074,0.816,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.13,2.02,0.00,4.37,0.069,0.019,0.022,0.229
21,1751137687.42,150,0.055,0.048,0.083,0.807,0.00,0.00,-0.85,0.00,0.01,none,0,0,0,20.13,2.02,0.00,4.39,0.071,0.021,0.020,0.228
22,1751137687.65,150,0.060,0.051,0.088,0.655,0.00,0.00,-0.86,0.00,0.01,none,0,0,0,20.11,2.02,0.00,4.00,0.095,0.021,0.021,0.250
23,1751137687.90,150,0.061,0.052,0.088,0.692,0.00,0.00,-0.86,0.00,0.01,resume_reinforce,0,0,0,20.10,2.02,0.00,4.54,0.068,0.017,0.021,0.220
24,1751137688.12,150,1.247,0.955,1.037,164.081,0.03,0.00,-0.88,0.00,0.35,none,0,0,0,0.00,0.00,0.00,4.00,0.094,0.020,0.021,0.250
25,1751137688.37,150,1.512,1.060,1.388,18.677,0.16,0.00,-0.93,0.00,0.75,none,0,0,0,0.00,0.00,0.00,3.86,0.079,0.020,0.023,0.259
26,1751137688.63,149,2.050,1.555,2.144,34.904,0.39,0.00,-0.96,0.00,1.10,none,0,0,0,0.00,0.00,0.00,3.92,0.093,0.019,0.022,0.255
27,1751137688.89,145,2.586,2.013,2.802,37.904,0.72,0.00,-0.98,0.00,1.37,none,0,0,0,0.00,0.00,0.00,3.80,0.103,0.021,0.020,0.263
28,1751137689.15,148,3.397,2.726,3.683,126.615,1.08,0.00,-0.98,0.00,1.55,none,0,0,0,35.53,4.33,0.00,4.01,0.069,0.019,0.022,0.250
29,1751137689.40,135,3.985,3.294,4.488,131.945,1.47,0.00,-0.98,0.00,1.68,none,0,0,0,36.79,4.52,0.00,4.15,0.074,0.022,0.024,0.241
30,1751137689.64,135,4.552,3.826,5.247,50.956,1.89,0.00,-0.98,0.00,1.77,none,0,0,0,37.70,4.66,0.00,4.08,0.079,0.021,0.022,0.245
31,1751137689.88,148,5.207,4.450,5.999,64.634,2.32,0.00,-0.98,-0.00,1.83,none,0,0,0,38.31,4.75,0.00,4.29,0.068,0.019,0.026,0.233
32,1751137690.12,150,5.935,5.123,6.784,58.529,2.81,-0.00,-0.97,-0.00,1.88,none,0,0,0,38.79,4.82,0.00,3.70,0.092,0.024,0.022,0.270
33,1751137690.39,148,6.638,5.780,7.485,52.100,3.31,-0.00,-0.97,-0.00,1.91,resume_reinforce,0,0,0,39.11,4.87,0.00,3.84,0.096,0.020,0.023,0.261
34,1751137690.65,149,6.565,5.923,7.512,53.621,3.83,-0.00,-0.97,-0.00,1.93,none,0,0,0,39.33,4.90,0.00,3.72,0.095,0.022,0.023,0.269
35,1751137690.92,149,6.963,5.793,7.775,128.023,4.33,-0.00,-0.97,-0.00,1.95,none,0,0,0,39.47,4.92,0.00,3.78,0.075,0.021,0.024,0.264
36,1751137691.18,150,7.009,5.278,7.539,134.315,4.80,-0.00,-0.97,-0.00,1.96,none,0,0,0,39.56,4.93,0.00,4.16,0.073,0.021,0.022,0.241
37,1751137691.42,150,7.064,4.706,7.309,121.435,5.30,-0.00,-0.97,-0.00,1.96,none,0,0,0,39.63,4.94,0.00,3.48,0.110,0.024,0.025,0.288
38,1751137691.71,143,6.997,4.087,7.326,280.131,5.77,-0.00,-0.96,-0.00,1.97,none,0,0,0,39.67,4.95,0.00,4.12,0.070,0.024,0.025,0.242
39,1751137691.95,150,7.163,3.657,7.345,87.448,6.24,-0.00,-0.96,0.00,1.97,none,0,0,0,39.70,4.96,0.00,4.17,0.074,0.021,0.026,0.240
40,1751137692.19,145,7.351,3.309,7.575,101.531,6.71,-0.00,-0.96,0.00,1.97,none,0,0,0,39.72,4.96,0.00,4.30,0.069,0.020,0.023,0.233
41,1751137692.42,149,7.425,2.876,7.698,79.757,7.17,-0.00,-0.96,0.00,1.97,none,0,0,0,39.74,4.96,0.00,4.16,0.082,0.022,0.024,0.240
42,1751137692.66,149,7.463,2.485,7.635,87.488,7.70,-0.00,-0.96,0.00,1.97,resume_reinforce,0,0,0,39.75,4.96,0.00,3.77,0.073,0.020,0.022,0.265
43,1751137692.93,149,7.476,2.073,7.662,97.497,8.17,-0.00,-0.96,0.00,1.98,none,0,0,0,39.76,4.96,0.00,4.15,0.077,0.021,0.023,0.241
44,1751137693.17,147,7.511,1.481,7.656,71.851,8.64,-0.00,-0.96,0.00,1.98,none,0,0,0,39.76,4.96,0.00,4.14,0.071,0.019,0.024,0.241
45,1751137693.41,149,7.504,1.609,7.752,79.724,9.14,-0.00,-0.96,-0.00,1.98,none,0,0,0,39.76,4.96,0.00,4.00,0.078,0.021,0.025,0.250
46,1751137693.66,149,7.591,1.786,7.966,87.109,9.65,-0.00,-0.96,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.81,0.074,0.026,0.024,0.263
47,1751137693.92,149,7.522,1.893,8.065,95.748,10.14,-0.00,-0.96,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.99,0.079,0.020,0.022,0.251
48,1751137694.17,149,7.502,2.016,7.804,76.468,10.62,-0.00,-0.96,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.11,0.075,0.020,0.022,0.243
49,1751137694.42,150,7.508,2.023,7.675,81.778,11.10,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.10,0.075,0.020,0.023,0.244
50,1751137694.66,150,7.538,1.993,7.391,65.486,11.58,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.16,0.073,0.024,0.021,0.241
51,1751137694.90,147,7.506,1.926,7.251,86.790,12.04,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.35,0.068,0.023,0.021,0.230
52,1751137695.13,150,7.481,1.787,7.233,78.629,12.49,-0.00,-0.95,-0.00,1.98,resume_reinforce,0,0,0,39.77,4.97,0.00,4.30,0.072,0.020,0.022,0.233
53,1751137695.36,148,7.594,1.712,7.146,78.886,12.97,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.08,0.072,0.022,0.023,0.245
54,1751137695.61,149,7.555,1.714,7.143,64.123,13.47,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.98,0.079,0.020,0.026,0.251
55,1751137695.86,148,7.477,1.727,7.251,58.505,13.95,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.16,0.082,0.022,0.021,0.240
56,1751137696.10,148,7.434,1.747,7.229,71.221,14.40,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.33,0.070,0.020,0.021,0.231
57,1751137696.33,149,7.419,1.875,7.249,67.820,14.91,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.86,0.073,0.022,0.022,0.259
58,1751137696.59,149,7.453,1.891,7.283,73.016,15.39,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.09,0.074,0.022,0.020,0.244
59,1751137696.83,149,7.515,1.988,7.173,83.952,15.84,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.37,0.069,0.020,0.023,0.229
60,1751137697.06,150,7.451,2.107,7.066,162.580,16.29,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.37,0.073,0.019,0.022,0.229
61,1751137697.29,150,7.487,2.322,6.955,132.587,16.79,-0.00,-0.95,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.94,0.087,0.023,0.020,0.254
62,1751137697.55,150,7.355,2.564,6.782,33.551,17.25,-0.00,-0.95,-0.00,1.98,resume_reinforce,0,0,0,39.77,4.97,0.00,4.29,0.074,0.020,0.025,0.233
63,1751137697.78,150,7.268,2.909,6.769,42.766,17.74,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.07,0.074,0.017,0.022,0.246
64,1751137698.02,150,7.263,3.243,6.713,45.308,18.19,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.40,0.071,0.019,0.024,0.227
65,1751137698.25,144,7.381,3.676,6.511,46.773,18.64,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.38,0.070,0.019,0.021,0.229
66,1751137698.48,147,7.364,4.132,6.415,54.296,19.11,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.19,0.072,0.022,0.023,0.239
67,1751137698.72,149,7.528,4.555,6.399,78.840,19.59,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.08,0.078,0.020,0.023,0.245
68,1751137698.96,143,7.412,5.071,6.439,86.520,20.10,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,3.88,0.095,0.021,0.022,0.258
69,1751137699.22,112,7.306,5.589,6.727,161.836,20.58,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.07,0.075,0.019,0.022,0.246
70,1751137699.47,139,7.396,6.131,6.899,168.723,21.02,-0.00,-0.94,-0.00,1.98,none,0,0,0,39.77,4.97,0.00,4.44,0.072,0.019,0.022,0.225
71,1751137699.69,130,7.574,6.663,7.145,408.527,21.20,-0.00,-0.94,-0.03,0.04,none,1,0,0,20.36,2.05,0.00,4.33,0.076,0.018,0.024,0.231
72,1751137699.92,110,7.867,7.093,7.555,494.900,21.20,-0.00,-0.94,-0.03,0.15,resume_reinforce,1,0,0,21.51,2.23,0.00,4.19,0.071,0.018,0.027,0.239
