frame,flow_left,flow_center,flow_right,delta_left,delta_center,delta_right,flow_std,left_count,center_count,right_count,brake_thres,dodge_thres,probe_req,fps,state,collided,obstacle,side_safe,pos_x,pos_y,pos_z,yaw,speed,time,features,simgetimage_s,decode_s,processing_s,loop_s
28,4.579,3.220,4.536,0.557,0.271,0.556,28.883,55,41,54,11.74,4.15,0.00,8.35,none,0,0,1,0.75,-0.00,-0.06,-0.00,1.44,1751311619.99,150,0.075,0.021,0.022,0.120
29,5.196,3.542,5.199,0.617,0.322,0.663,38.282,62,40,48,12.05,4.27,0.00,8.73,none,0,0,1,0.92,-0.00,-0.03,-0.00,1.51,1751311620.11,150,0.071,0.019,0.022,0.115
30,5.897,3.898,5.901,0.702,0.355,0.702,42.738,61,33,56,12.31,4.37,0.00,8.91,none,0,0,1,1.09,-0.00,-0.01,0.00,1.58,1751311620.22,150,0.069,0.019,0.023,0.112
31,5.756,3.482,5.876,-0.142,-0.416,-0.026,44.990,63,27,60,12.55,4.46,0.00,8.53,none,0,0,1,1.28,-0.00,0.01,0.00,1.64,1751311620.33,150,0.071,0.022,0.022,0.117
32,5.918,3.270,5.878,0.162,-0.212,0.003,53.770,67,23,60,12.76,4.53,0.00,8.85,none,0,0,1,1.47,-0.00,0.02,0.00,1.69,1751311620.45,150,0.067,0.021,0.023,0.113
33,6.323,3.330,6.362,0.405,0.059,0.483,56.981,70,9,65,12.93,4.60,0.00,8.84,none,0,0,1,1.66,-0.00,0.03,0.00,1.73,1751311620.56,144,0.071,0.019,0.023,0.113
34,6.606,3.387,6.691,0.283,0.058,0.329,61.544,79,5,65,13.08,4.66,0.00,8.79,none,0,0,1,1.86,-0.00,0.03,-0.00,1.77,1751311620.68,149,0.066,0.021,0.022,0.114
35,7.081,3.906,7.160,0.475,0.518,0.468,59.457,79,2,66,13.21,4.70,0.00,9.17,none,0,0,1,2.05,-0.00,0.04,-0.00,1.80,1751311620.79,147,0.068,0.021,0.020,0.109
36,7.492,4.322,7.583,0.411,0.416,0.423,51.632,74,2,74,13.33,4.75,0.00,7.51,none,0,0,1,2.29,-0.00,0.04,-0.00,1.83,1751311620.90,150,0.084,0.023,0.026,0.133
37,7.736,5.043,7.871,0.245,0.721,0.289,62.351,75,1,73,13.27,4.73,0.00,8.94,resume_reinforce,0,0,1,2.50,-0.00,0.04,-0.00,1.82,1751311621.03,149,0.067,0.019,0.022,0.112
38,8.151,5.944,8.253,0.415,0.901,0.381,35.942,74,2,74,12.93,4.60,0.00,7.67,none,0,0,1,2.73,-0.00,0.02,-0.00,1.73,1751311621.14,150,0.082,0.023,0.022,0.130
39,8.141,7.126,8.144,-0.010,1.183,-0.108,39.230,79,2,68,12.86,4.57,0.00,7.22,none,0,0,1,2.97,-0.00,0.01,-0.00,1.71,1751311621.27,149,0.090,0.025,0.022,0.139
40,8.274,7.960,8.176,0.133,0.834,0.032,38.026,77,1,70,12.94,4.60,0.00,7.17,none,0,0,1,3.21,-0.00,0.01,0.00,1.73,1751311621.41,148,0.092,0.024,0.022,0.139
41,8.497,8.362,8.184,0.223,0.402,0.008,56.239,75,1,74,13.05,4.64,0.00,7.80,none,0,0,1,3.43,-0.00,0.02,0.00,1.76,1751311621.55,150,0.084,0.019,0.024,0.128
42,8.574,9.164,8.228,0.077,0.801,0.044,66.969,71,1,78,13.16,4.69,0.00,8.24,none,0,0,1,3.64,-0.00,0.02,-0.00,1.79,1751311621.68,150,0.071,0.024,0.022,0.121
43,8.609,9.724,8.258,0.035,0.561,0.029,60.810,72,3,75,13.27,4.73,0.00,8.40,none,0,0,1,3.86,-0.00,0.02,-0.00,1.82,1751311621.80,150,0.074,0.021,0.023,0.119
44,8.703,9.283,8.318,0.094,-0.441,0.060,63.063,76,3,71,13.37,4.76,0.00,8.41,none,0,0,1,4.07,-0.00,0.02,-0.00,1.84,1751311621.92,150,0.073,0.021,0.024,0.119
45,8.960,8.666,8.519,0.257,-0.618,0.201,69.843,77,4,68,13.45,4.79,0.00,8.98,none,0,0,1,4.28,-0.00,0.03,-0.00,1.86,1751311622.04,149,0.068,0.020,0.022,0.111
46,9.135,8.125,8.701,0.175,-0.540,0.182,64.150,80,4,66,13.52,4.82,0.00,8.52,none,0,0,1,4.50,-0.00,0.03,-0.00,1.88,1751311622.15,150,0.073,0.020,0.022,0.117
47,9.375,7.175,9.066,0.240,-0.951,0.364,71.356,70,6,74,13.58,4.84,0.00,8.56,none,0,0,1,4.72,-0.00,0.03,-0.00,1.90,1751311622.27,150,0.073,0.022,0.020,0.117
48,9.716,6.015,9.354,0.340,-1.159,0.288,99.147,74,5,71,13.63,4.86,0.00,8.82,none,0,0,1,4.94,-0.00,0.02,-0.00,1.91,1751311622.39,150,0.067,0.022,0.020,0.113
49,10.792,4.558,10.609,1.076,-1.457,1.255,128.001,74,6,66,13.68,4.88,0.00,7.99,none,0,0,1,5.18,-0.00,0.02,-0.00,1.92,1751311622.50,146,0.077,0.022,0.025,0.125
50,11.975,4.015,12.067,1.183,-0.543,1.458,143.890,63,27,57,13.73,4.90,0.00,6.65,none,0,0,1,5.47,-0.00,0.02,-0.00,1.93,1751311622.62,147,0.104,0.023,0.022,0.150
51,12.909,4.208,13.037,0.934,0.193,0.970,236.591,35,66,48,13.75,4.91,0.00,8.71,none,0,0,1,5.69,-0.00,0.02,-0.00,1.94,1751311622.77,149,0.068,0.023,0.021,0.115
52,13.227,3.321,13.418,0.318,-0.887,0.381,98.024,52,12,81,13.78,4.92,0.00,9.26,none,0,0,1,5.90,-0.00,0.02,-0.00,1.94,1751311622.89,145,0.067,0.017,0.023,0.108
53,13.693,2.538,14.015,0.465,-0.782,0.597,117.921,54,9,85,13.80,4.92,0.00,9.67,none,0,0,0,6.10,-0.00,0.02,-0.00,1.95,1751311623.00,148,0.063,0.018,0.021,0.103
54,14.292,2.898,14.634,0.599,0.360,0.619,127.376,52,11,85,13.81,4.93,0.00,9.42,none,0,0,0,6.30,-0.00,0.02,-0.00,1.95,1751311623.10,148,0.066,0.017,0.021,0.106
55,14.804,3.391,15.163,0.511,0.493,0.529,119.975,44,14,91,13.83,4.94,0.00,8.73,resume_reinforce,0,0,0,6.53,-0.00,0.02,-0.00,1.96,1751311623.21,149,0.069,0.021,0.021,0.115
56,14.994,4.037,15.677,0.191,0.646,0.514,137.860,27,19,103,13.84,4.94,0.00,9.31,none,0,0,0,6.74,-0.00,0.01,-0.00,1.96,1751311623.32,149,0.066,0.017,0.023,0.107
57,15.313,4.635,15.798,0.319,0.597,0.121,159.399,45,13,87,13.85,4.94,0.00,8.97,none,0,0,0,6.96,-0.00,0.01,-0.00,1.96,1751311623.43,145,0.068,0.020,0.022,0.111
58,14.977,5.022,15.838,-0.336,0.388,0.040,90.080,48,9,90,13.86,4.95,0.00,9.06,none,0,0,0,7.17,-0.00,0.01,-0.00,1.96,1751311623.54,147,0.067,0.019,0.024,0.110
59,14.381,5.329,15.386,-0.595,0.306,-0.451,92.764,55,9,85,13.87,4.95,0.00,8.72,none,0,0,0,7.39,-0.00,0.01,-0.00,1.97,1751311623.65,149,0.071,0.018,0.022,0.115
60,13.678,5.286,14.274,-0.703,-0.043,-1.112,105.079,84,13,53,13.87,4.95,0.00,9.11,none,0,0,0,7.61,-0.00,0.01,-0.00,1.97,1751311623.76,150,0.068,0.017,0.023,0.110
61,13.366,4.824,13.632,-0.312,-0.462,-0.642,121.244,81,11,58,13.88,4.95,0.00,8.83,none,0,0,1,7.83,-0.00,0.01,-0.00,1.97,1751311623.87,150,0.069,0.020,0.023,0.113
62,13.694,4.964,13.477,0.328,0.140,-0.155,120.562,63,10,76,13.88,4.96,0.00,9.09,none,0,0,1,8.05,-0.00,0.01,-0.00,1.97,1751311623.99,149,0.067,0.019,0.023,0.110
63,13.550,5.608,13.195,-0.144,0.644,-0.283,84.464,62,16,72,13.89,4.96,0.00,8.27,none,0,0,1,8.29,-0.00,0.01,-0.00,1.97,1751311624.10,150,0.079,0.018,0.021,0.121
64,13.684,5.820,12.941,0.134,0.212,-0.254,127.751,70,14,62,13.89,4.96,0.00,8.79,none,0,0,1,8.51,-0.00,0.01,-0.00,1.97,1751311624.22,146,0.071,0.018,0.023,0.114
65,13.958,6.020,12.828,0.274,0.200,-0.113,159.824,74,13,60,13.89,4.96,0.00,8.74,none,0,0,0,8.74,-0.00,0.01,-0.00,1.97,1751311624.33,147,0.072,0.018,0.024,0.114
66,14.281,5.768,12.860,0.324,-0.251,0.032,122.480,68,10,71,13.90,4.96,0.00,8.92,none,0,0,0,8.96,-0.00,0.01,-0.00,1.97,1751311624.45,149,0.070,0.019,0.021,0.112
67,14.683,5.345,13.007,0.401,-0.423,0.147,132.868,65,7,76,13.90,4.96,0.00,8.46,none,0,0,0,9.19,-0.00,0.01,-0.00,1.97,1751311624.56,148,0.074,0.018,0.024,0.118
68,15.314,5.129,13.036,0.631,-0.217,0.029,112.956,75,6,67,13.90,4.96,0.00,7.81,none,0,0,0,9.44,-0.00,0.01,-0.00,1.98,1751311624.68,148,0.079,0.023,0.024,0.128
69,15.389,5.367,13.021,0.075,0.239,-0.015,107.213,71,11,67,13.90,4.96,0.00,8.98,none,0,0,0,9.66,-0.00,0.01,-0.00,1.98,1751311624.81,149,0.068,0.018,0.023,0.111
70,15.319,4.957,13.376,-0.069,-0.410,0.355,112.314,57,7,82,13.90,4.96,0.00,8.81,none,0,0,0,9.88,-0.00,0.01,-0.00,1.98,1751311624.92,146,0.068,0.019,0.022,0.114
71,15.063,4.785,13.915,-0.256,-0.172,0.538,128.997,48,8,94,13.90,4.96,0.00,9.13,none,0,0,0,10.10,-0.00,0.01,-0.00,1.98,1751311625.03,150,0.068,0.020,0.022,0.110
72,15.113,4.625,14.615,0.050,-0.161,0.701,126.027,57,8,85,13.90,4.96,0.00,8.07,none,0,0,0,10.34,-0.00,0.01,-0.00,1.98,1751311625.14,150,0.080,0.018,0.022,0.124
73,15.702,4.271,14.949,0.589,-0.353,0.334,123.978,46,10,92,13.91,4.96,0.00,8.21,none,0,0,0,10.58,-0.00,0.01,-0.00,1.98,1751311625.26,148,0.077,0.023,0.023,0.122
74,15.252,4.257,15.295,-0.450,-0.014,0.346,155.874,35,9,102,13.91,4.96,0.00,7.73,resume_reinforce,0,0,0,10.83,-0.00,0.01,-0.00,1.98,1751311625.39,146,0.084,0.018,0.023,0.129
75,14.589,3.777,15.407,-0.663,-0.480,0.112,131.229,49,6,94,13.91,4.96,0.00,8.81,none,0,0,0,11.06,-0.00,0.01,-0.00,1.98,1751311625.52,149,0.073,0.018,0.023,0.114
76,14.210,3.728,15.214,-0.379,-0.049,-0.193,88.915,46,8,96,13.91,4.97,0.00,8.49,none,0,0,0,11.29,-0.00,0.01,-0.00,1.98,1751311625.63,150,0.072,0.022,0.022,0.118
77,13.654,4.246,15.003,-0.556,0.518,-0.210,94.842,72,14,59,13.91,4.97,0.00,8.27,none,0,0,0,11.53,-0.00,0.01,-0.00,1.98,1751311625.75,145,0.079,0.020,0.021,0.121
78,13.539,4.703,14.897,-0.115,0.457,-0.107,108.797,81,11,58,13.91,4.97,0.00,8.34,none,0,0,0,11.76,-0.00,0.01,-0.00,1.98,1751311625.87,150,0.077,0.018,0.022,0.120
79,13.963,4.620,14.652,0.424,-0.083,-0.244,111.744,75,12,61,13.91,4.97,0.00,8.27,none,0,0,0,12.00,-0.00,0.01,-0.00,1.98,1751311625.99,148,0.074,0.021,0.024,0.121
80,14.039,4.870,14.441,0.076,0.250,-0.211,96.032,67,10,73,13.91,4.97,0.00,8.11,none,0,0,0,12.25,-0.00,0.01,-0.00,1.98,1751311626.11,150,0.081,0.019,0.021,0.123
81,14.397,4.951,14.074,0.358,0.080,-0.368,117.873,77,9,63,13.91,4.97,0.00,8.26,none,0,0,0,12.48,-0.00,0.01,-0.00,1.98,1751311626.23,149,0.078,0.018,0.022,0.121
82,14.583,5.077,13.679,0.185,0.127,-0.394,123.710,77,10,61,13.91,4.97,0.00,7.24,none,0,0,0,12.76,-0.00,0.01,-0.00,1.98,1751311626.35,148,0.095,0.018,0.024,0.138
83,14.274,5.105,13.728,-0.308,0.028,0.048,118.592,73,12,63,13.91,4.97,0.00,8.53,none,0,0,0,12.99,-0.00,0.01,-0.00,1.98,1751311626.49,148,0.074,0.018,0.023,0.117
84,14.546,5.168,13.585,0.272,0.063,-0.143,122.865,83,10,57,13.91,4.97,0.00,8.76,none,0,0,0,13.21,-0.00,0.01,-0.00,1.98,1751311626.61,150,0.069,0.019,0.025,0.114
85,14.879,5.487,13.522,0.333,0.318,-0.063,129.853,94,10,44,13.91,4.97,0.00,9.15,none,0,0,0,13.43,-0.00,0.01,-0.00,1.98,1751311626.72,148,0.066,0.018,0.024,0.109
86,15.054,5.504,13.630,0.174,0.018,0.108,87.375,103,8,37,13.91,4.97,0.00,7.53,none,0,0,0,13.69,-0.00,0.01,-0.00,1.98,1751311626.83,148,0.090,0.019,0.022,0.133
87,15.221,5.348,14.028,0.167,-0.156,0.398,102.534,95,8,45,13.91,4.97,0.00,8.54,none,0,0,0,13.92,-0.00,0.01,-0.00,1.98,1751311626.97,148,0.075,0.020,0.023,0.117
88,15.173,5.367,14.298,-0.048,0.019,0.270,119.008,102,12,34,13.91,4.97,0.00,8.49,none,0,0,0,14.16,-0.00,0.01,-0.00,1.98,1751311627.08,148,0.071,0.020,0.023,0.118
89,15.172,5.322,14.648,-0.001,-0.045,0.350,121.301,100,17,29,13.91,4.97,0.00,8.62,none,0,0,0,14.38,-0.00,0.01,-0.00,1.98,1751311627.20,146,0.072,0.021,0.021,0.116
90,15.297,5.126,15.144,0.125,-0.195,0.496,114.641,69,24,56,13.91,4.97,0.00,8.63,none,0,0,0,14.61,-0.00,0.01,-0.00,1.98,1751311627.32,149,0.070,0.021,0.024,0.116
91,15.066,4.975,15.519,-0.232,-0.151,0.375,98.343,53,46,47,13.91,4.97,0.00,7.17,none,0,0,0,14.84,-0.00,0.01,-0.00,1.98,1751311627.43,146,0.085,0.025,0.026,0.140
92,14.546,4.808,15.812,-0.519,-0.167,0.294,75.126,38,74,38,13.91,4.97,0.00,7.27,resume_reinforce,0,0,0,15.12,-0.00,0.01,-0.00,1.98,1751311627.57,150,0.091,0.023,0.022,0.137
93,14.199,4.536,15.755,-0.347,-0.272,-0.057,83.461,28,89,33,13.91,4.97,0.00,7.80,none,0,0,0,15.37,-0.00,0.01,-0.00,1.98,1751311627.71,150,0.080,0.021,0.025,0.128
94,13.965,4.116,15.580,-0.234,-0.419,-0.176,76.023,18,119,13,13.91,4.97,0.00,8.18,none,0,0,0,15.61,-0.00,0.01,-0.00,1.98,1751311627.84,150,0.074,0.021,0.025,0.122
95,14.905,3.796,15.260,0.940,-0.320,-0.319,48.313,6,142,2,13.91,4.97,0.00,8.35,none,0,0,1,15.84,-0.00,0.01,-0.00,1.98,1751311627.96,150,0.074,0.019,0.026,0.120
96,13.585,3.596,14.667,-1.320,-0.201,-0.593,12.465,0,149,1,13.91,4.97,0.00,8.43,none,0,0,1,16.08,-0.00,0.01,-0.00,1.98,1751311628.08,150,0.075,0.019,0.022,0.119
97,12.928,3.286,15.026,-0.657,-0.310,0.359,25.522,4,144,2,13.91,4.97,0.00,8.19,none,0,0,1,16.32,-0.00,0.01,-0.00,1.98,1751311628.20,150,0.080,0.020,0.022,0.122
98,12.081,2.929,14.074,-0.847,-0.357,-0.952,17.056,3,144,3,13.91,4.97,0.00,9.05,none,0,0,1,16.53,-0.00,0.01,-0.00,1.98,1751311628.32,150,0.066,0.020,0.022,0.110
99,10.932,2.745,13.034,-1.149,-0.184,-1.040,16.086,4,142,4,13.91,4.97,0.00,8.87,none,0,0,1,16.75,-0.00,0.01,-0.00,1.98,1751311628.43,150,0.067,0.019,0.025,0.113
100,10.587,2.821,12.303,-0.345,0.075,-0.731,75.722,31,87,27,13.91,4.97,0.00,8.61,none,0,0,1,16.99,-0.00,0.01,-0.00,1.98,1751311628.54,145,0.073,0.018,0.023,0.116
101,10.045,2.878,11.506,-0.542,0.057,-0.797,64.920,61,30,57,13.91,4.97,0.00,8.75,none,0,0,1,17.21,-0.00,0.01,-0.00,1.98,1751311628.66,148,0.070,0.021,0.023,0.114
102,9.629,2.929,10.685,-0.416,0.052,-0.821,61.940,62,30,57,13.91,4.97,0.00,8.49,none,0,0,1,17.44,-0.00,0.01,-0.00,1.98,1751311628.77,149,0.072,0.019,0.023,0.118
103,9.234,3.010,10.025,-0.395,0.081,-0.660,63.991,53,30,63,13.91,4.97,0.00,8.90,none,0,0,1,17.66,-0.00,0.01,-0.00,1.98,1751311628.89,146,0.068,0.018,0.025,0.112
104,8.804,3.194,9.513,-0.429,0.184,-0.512,58.849,63,33,52,13.91,4.97,0.00,8.03,none,0,0,1,17.91,-0.00,0.01,-0.00,1.98,1751311629.00,148,0.080,0.020,0.024,0.125
105,7.300,3.484,9.138,-1.504,0.289,-0.375,58.043,69,29,50,13.91,4.97,0.00,8.36,none,0,0,1,18.14,-0.00,0.01,-0.00,1.98,1751311629.13,148,0.075,0.020,0.023,0.120
106,8.223,3.800,9.058,0.922,0.317,-0.080,61.208,64,37,48,13.91,4.97,0.00,8.66,none,0,0,1,18.37,-0.00,0.01,-0.00,1.98,1751311629.25,149,0.072,0.019,0.023,0.115
107,8.450,4.167,7.899,0.227,0.367,-1.159,60.861,62,37,50,13.91,4.97,0.00,8.22,none,0,0,1,18.61,-0.00,0.01,-0.00,1.98,1751311629.36,149,0.075,0.023,0.023,0.122
108,8.893,4.645,8.193,0.443,0.478,0.295,61.890,57,48,45,13.91,4.97,0.00,8.50,none,0,0,1,18.85,-0.00,0.01,-0.00,1.98,1751311629.48,150,0.074,0.020,0.023,0.118
109,9.499,5.241,8.672,0.607,0.596,0.479,57.153,59,51,40,13.91,4.97,0.00,7.67,none,0,0,1,19.10,-0.00,0.01,-0.00,1.98,1751311629.60,150,0.085,0.021,0.022,0.130
110,9.644,6.020,8.776,0.145,0.779,0.104,70.165,53,52,42,13.91,4.97,0.00,7.19,resume_reinforce,0,0,1,19.38,-0.00,0.01,-0.00,1.98,1751311629.73,147,0.085,0.023,0.028,0.139
111,10.132,6.835,9.199,0.487,0.814,0.423,80.743,45,59,42,13.91,4.97,0.00,7.93,none,0,0,1,19.63,-0.00,0.01,-0.00,1.98,1751311629.87,146,0.083,0.020,0.023,0.126
112,10.521,7.771,9.702,0.390,0.936,0.503,86.985,48,59,39,9.73,3.40,0.00,1.56,dodge_right,0,1,1,20.51,-0.00,-0.34,-0.00,0.93,1751311630.00,146,0.080,0.021,0.024,0.640
113,11.236,8.655,10.027,0.715,0.884,0.325,90.777,42,74,32,9.67,3.37,0.00,17.53,none,0,1,0,20.51,-0.00,-0.35,-0.00,0.91,1751311630.64,148,0.070,0.022,0.024,0.057
114,11.743,9.257,10.319,0.507,0.603,0.292,91.656,21,117,11,8.09,2.78,0.00,16.03,none,0,1,0,20.54,0.00,-0.41,-0.15,0.52,1751311630.69,149,0.073,0.020,0.024,0.062
115,12.257,10.191,11.084,0.515,0.934,0.764,102.576,21,99,16,6.55,2.21,0.00,10.57,none,0,1,0,20.56,0.00,-0.43,-0.50,0.14,1751311630.76,136,0.076,0.020,0.024,0.095
116,13.153,10.924,11.986,0.896,0.733,0.902,111.286,41,89,17,6.69,2.26,0.00,7.98,none,0,1,0,20.56,0.02,-0.44,-0.76,0.17,1751311630.85,147,0.073,0.023,0.026,0.125
117,13.778,11.834,12.767,0.625,0.910,0.781,95.834,37,85,25,7.18,2.44,0.00,7.36,none,0,1,0,20.56,0.05,-0.44,-0.89,0.29,1751311630.98,147,0.088,0.022,0.024,0.136
118,14.301,12.526,13.385,0.523,0.692,0.617,88.289,39,86,23,7.57,2.59,0.00,8.64,none,0,1,0,20.56,0.09,-0.44,-0.95,0.39,1751311631.11,148,0.070,0.022,0.022,0.116
119,14.587,12.955,13.795,0.286,0.428,0.410,89.086,41,87,19,7.93,2.72,0.00,8.54,none,0,1,0,20.55,0.14,-0.44,-0.97,0.48,1751311631.23,147,0.071,0.022,0.024,0.117
120,14.746,13.033,13.887,0.159,0.078,0.092,103.085,46,81,22,8.24,2.84,0.00,8.13,none,0,1,0,20.55,0.20,-0.44,-0.98,0.56,1751311631.35,149,0.070,0.025,0.026,0.123
121,14.508,13.073,14.059,-0.238,0.040,0.171,102.312,46,71,31,8.52,2.94,0.00,8.22,none,0,1,0,20.54,0.28,-0.43,-0.98,0.63,1751311631.47,148,0.077,0.020,0.024,0.122
122,14.597,13.206,13.725,0.090,0.134,-0.333,100.040,56,51,42,8.74,3.03,0.00,8.41,none,0,1,0,20.54,0.35,-0.43,-0.98,0.69,1751311631.59,149,0.074,0.021,0.022,0.119
123,14.181,13.478,13.486,-0.416,0.271,-0.240,92.250,54,44,48,8.95,3.10,0.00,8.31,none,0,1,0,20.54,0.44,-0.43,-0.97,0.74,1751311631.71,146,0.074,0.022,0.023,0.120
124,14.080,14.226,13.407,-0.101,0.748,-0.079,128.368,45,35,68,9.12,3.17,0.00,7.71,none,0,1,0,20.54,0.54,-0.43,-0.97,0.78,1751311631.83,148,0.083,0.021,0.022,0.130
125,14.057,14.416,12.711,-0.023,0.190,-0.695,88.566,52,35,61,9.28,3.23,0.00,7.15,none,0,1,0,20.53,0.65,-0.42,-0.97,0.82,1751311631.96,148,0.096,0.022,0.023,0.140
126,13.864,14.922,12.076,-0.193,0.506,-0.636,96.581,52,31,63,9.42,3.28,0.00,6.58,none,0,1,0,20.53,0.78,-0.42,-0.97,0.85,1751311632.10,146,0.107,0.020,0.022,0.152
127,13.516,15.240,11.497,-0.348,0.318,-0.578,108.945,44,24,80,9.51,3.32,0.00,7.96,none,0,1,0,20.53,0.88,-0.42,-0.97,0.88,1751311632.25,148,0.075,0.021,0.028,0.126
128,13.585,15.059,10.858,0.068,-0.181,-0.640,81.765,30,48,71,9.59,3.34,0.00,8.35,none,0,1,0,20.53,0.99,-0.42,-0.97,0.90,1751311632.38,149,0.070,0.026,0.024,0.120
129,14.006,14.680,10.342,0.421,-0.379,-0.515,80.409,23,81,46,9.65,3.37,0.00,8.25,none,0,1,0,20.53,1.10,-0.42,-0.97,0.91,1751311632.50,150,0.073,0.021,0.025,0.121
130,14.153,14.479,9.923,0.148,-0.201,-0.420,82.297,14,107,29,9.70,3.39,0.00,8.11,none,0,1,0,20.53,1.21,-0.41,-0.97,0.93,1751311632.62,150,0.074,0.022,0.024,0.123
131,14.508,14.029,9.247,0.354,-0.450,-0.675,59.537,8,108,33,9.75,3.41,0.00,7.83,none,0,1,1,20.54,1.33,-0.41,-0.97,0.94,1751311632.74,149,0.078,0.024,0.025,0.128
132,14.827,13.370,9.027,0.319,-0.659,-0.220,61.540,11,95,42,9.79,3.42,0.00,7.45,none,0,1,0,20.54,1.46,-0.41,-0.97,0.95,1751311632.87,148,0.086,0.023,0.024,0.134
133,15.577,12.645,8.936,0.750,-0.725,-0.091,76.495,22,81,45,9.82,3.43,0.00,7.28,none,0,1,0,20.54,1.59,-0.41,-0.97,0.96,1751311633.00,148,0.081,0.024,0.029,0.137
134,15.791,11.658,8.706,0.214,-0.988,-0.230,62.768,21,72,49,9.85,3.44,0.00,7.12,none,0,1,0,20.54,1.72,-0.41,-0.97,0.96,1751311633.14,142,0.095,0.021,0.023,0.141
135,15.904,10.803,8.759,0.113,-0.855,0.053,80.299,12,62,74,9.87,3.45,0.00,8.39,none,0,1,0,20.54,1.84,-0.41,-0.97,0.97,1751311633.28,148,0.077,0.019,0.021,0.119
136,15.777,9.752,8.480,-0.127,-1.051,-0.279,73.755,21,41,84,9.69,3.38,0.00,2.96,resume,0,0,0,20.55,2.16,-0.40,-0.97,0.92,1751311633.40,146,0.081,0.021,0.024,0.338
137,15.647,8.633,8.342,-0.131,-1.119,-0.139,74.411,11,44,92,9.67,3.38,0.00,17.21,none,0,0,0,20.55,2.17,-0.40,-0.97,0.92,1751311633.74,147,0.068,0.020,0.021,0.058
138,15.846,8.225,8.632,0.200,-0.408,0.290,50.297,12,42,94,9.70,3.39,0.00,15.97,none,0,0,0,20.55,2.22,-0.39,-0.62,0.92,1751311633.80,148,0.099,0.022,0.022,0.063
139,15.438,8.482,8.909,-0.408,0.257,0.277,69.189,9,51,89,10.01,3.50,0.00,16.07,none,0,0,1,20.55,2.31,-0.35,-0.13,1.00,1751311633.86,149,0.075,0.020,0.024,0.062
140,15.444,8.807,9.412,0.006,0.325,0.503,95.189,17,40,89,9.76,3.41,0.00,7.95,none,0,0,0,20.58,2.42,-0.27,0.20,0.94,1751311633.92,146,0.096,0.021,0.023,0.126
141,15.299,9.219,9.835,-0.146,0.412,0.424,83.421,6,49,95,9.77,3.41,0.00,8.18,none,0,0,0,20.63,2.49,-0.21,0.22,0.94,1751311634.05,150,0.077,0.021,0.023,0.122
142,14.533,9.403,9.895,-0.766,0.184,0.060,31.934,3,51,96,10.00,3.50,0.00,8.48,none,0,0,1,20.71,2.56,-0.15,0.12,1.00,1751311634.17,150,0.073,0.019,0.025,0.118
143,13.780,9.109,9.332,-0.753,-0.294,-0.563,27.309,1,55,92,10.36,3.63,0.00,8.29,none,0,0,1,20.81,2.62,-0.11,-0.00,1.09,1751311634.29,148,0.076,0.021,0.023,0.121
