frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
17,1751204392.37,0,0.000,0.000,0.000,0.000,0.00,0.00,-0.84,0.00,0.01,blind_forward,1,0,0,0.00,0.00,0.00,0.99,0.081,0.020,0.024,1.006
18,1751204392.37,150,0.023,0.015,0.022,0.667,0.00,-0.00,-0.84,-0.00,0.03,none,0,0,0,0.00,0.00,0.00,14.26,0.069,0.020,0.024,0.070
19,1751204392.44,150,2.226,1.513,2.450,78.339,0.01,-0.00,-0.85,0.00,0.21,none,0,0,0,0.00,0.00,0.00,8.81,0.069,0.019,0.024,0.114
20,1751204392.55,150,3.848,2.235,4.025,81.873,0.04,0.00,-0.87,-0.00,0.44,none,0,0,0,0.00,0.00,0.00,8.02,0.076,0.023,0.024,0.125
21,1751204392.68,150,4.032,2.585,4.223,47.109,0.10,0.00,-0.90,-0.00,0.63,none,0,0,0,0.00,0.00,0.00,8.01,0.073,0.022,0.028,0.125
22,1751204392.80,150,4.014,2.586,4.215,10.264,0.20,0.00,-0.92,-0.00,0.83,none,0,0,0,0.00,0.00,0.00,7.59,0.089,0.019,0.022,0.132
23,1751204392.94,150,4.502,2.955,4.710,38.373,0.30,0.00,-0.94,-0.00,0.98,none,0,0,0,0.00,0.00,0.00,8.65,0.070,0.019,0.024,0.116
24,1751204393.05,150,4.814,3.231,5.019,37.649,0.42,0.00,-0.95,-0.00,1.13,none,0,0,0,0.00,0.00,0.00,8.59,0.071,0.020,0.023,0.116
25,1751204393.17,150,5.078,3.466,5.224,30.990,0.58,0.00,-0.96,-0.00,1.27,none,0,0,0,0.00,0.00,0.00,7.39,0.090,0.020,0.024,0.135
26,1751204393.30,150,5.237,3.625,5.233,33.669,0.74,0.00,-0.96,-0.00,1.39,none,0,0,0,0.00,0.00,0.00,8.21,0.079,0.020,0.023,0.122
27,1751204393.42,150,6.040,4.283,5.925,36.570,0.91,0.00,-0.97,-0.00,1.48,none,0,0,0,34.73,4.21,0.00,8.85,0.069,0.019,0.024,0.113
28,1751204393.54,150,6.930,4.974,6.781,30.011,1.08,0.00,-0.97,-0.00,1.55,none,0,0,0,35.53,4.33,0.00,8.66,0.069,0.021,0.022,0.116
29,1751204393.65,150,7.093,5.251,6.928,31.165,1.29,0.00,-0.97,-0.00,1.63,none,0,0,0,36.28,4.44,0.00,7.38,0.087,0.021,0.025,0.136
30,1751204393.79,150,6.994,5.586,6.791,33.152,1.53,0.00,-0.97,-0.00,1.70,none,0,0,0,36.96,4.54,0.00,6.82,0.101,0.020,0.024,0.147
31,1751204393.94,147,7.289,5.977,7.010,44.762,1.75,0.00,-0.97,-0.00,1.74,none,0,0,0,37.43,4.61,0.00,8.18,0.075,0.022,0.023,0.122
32,1751204394.06,146,7.728,6.491,7.331,48.497,1.96,0.00,-0.97,-0.00,1.78,none,0,0,0,37.81,4.67,0.00,8.28,0.073,0.023,0.023,0.121
33,1751204394.18,150,7.714,6.656,7.255,40.258,2.22,0.00,-0.96,-0.00,1.82,none,0,0,0,38.20,4.73,0.00,6.78,0.102,0.022,0.022,0.148
34,1751204394.33,150,7.836,7.098,7.327,45.263,2.44,0.00,-0.96,-0.00,1.85,none,0,0,0,38.45,4.77,0.00,8.46,0.074,0.021,0.021,0.118
35,1751204394.44,150,8.087,7.477,7.488,63.342,2.65,0.00,-0.96,-0.00,1.82,resume_reinforce,0,0,0,38.19,4.73,0.00,8.77,0.070,0.020,0.021,0.114
36,1751204394.56,150,8.474,9.274,7.689,98.639,2.87,0.00,-0.95,-0.00,1.74,none,0,0,0,37.41,4.61,0.00,8.30,0.073,0.023,0.022,0.120
37,1751204394.68,150,8.255,8.951,7.597,31.747,3.12,0.00,-0.94,-0.00,1.72,none,0,0,0,37.22,4.58,0.00,6.70,0.102,0.021,0.025,0.149
38,1751204394.83,148,8.232,9.429,7.566,41.016,3.38,0.00,-0.93,-0.00,1.74,none,0,0,0,37.43,4.61,0.00,6.62,0.104,0.023,0.023,0.151
39,1751204394.98,150,8.442,8.701,7.510,61.253,3.60,0.00,-0.92,-0.00,1.77,none,0,0,0,37.69,4.65,0.00,8.13,0.077,0.021,0.024,0.123
40,1751204395.10,148,8.674,7.925,7.744,53.492,3.82,0.00,-0.91,-0.00,1.80,none,0,0,0,37.98,4.70,0.00,8.01,0.077,0.023,0.022,0.125
41,1751204395.23,150,8.870,7.197,8.105,59.944,4.04,0.00,-0.91,-0.00,1.82,none,0,0,0,38.24,4.74,0.00,8.50,0.074,0.020,0.023,0.118
