frame,flow_left,flow_center,flow_right,delta_left,delta_center,delta_right,flow_std,left_count,center_count,right_count,brake_thres,dodge_thres,probe_req,fps,state,collided,obstacle,side_safe,pos_x,pos_y,pos_z,yaw,speed,time,features,simgetimage_s,decode_s,processing_s,loop_s
29,5.988,3.552,6.184,0.143,-0.073,0.107,40.062,60,30,60,12.58,4.47,0.00,7.04,none,0,0,1,1.30,0.00,0.01,0.00,1.65,1751311754.53,150,0.098,0.020,0.023,0.142
30,6.101,3.658,6.286,0.113,0.107,0.102,53.606,63,22,65,12.79,4.55,0.00,8.22,none,0,0,1,1.50,0.00,0.02,0.00,1.70,1751311754.67,150,0.078,0.019,0.021,0.122
31,6.436,3.663,6.677,0.334,0.005,0.391,55.846,69,11,67,12.98,4.62,0.00,7.90,none,0,0,1,1.72,0.00,0.03,0.00,1.75,1751311754.79,147,0.083,0.020,0.022,0.127
32,6.573,3.576,6.866,0.138,-0.087,0.190,50.667,76,5,66,13.15,4.68,0.00,7.43,none,0,0,1,1.96,0.00,0.03,0.00,1.79,1751311754.92,147,0.090,0.020,0.023,0.135
33,6.831,4.119,7.204,0.258,0.543,0.337,50.707,79,2,68,13.29,4.73,0.00,7.71,none,0,0,1,2.20,0.00,0.04,0.00,1.82,1751311755.05,149,0.083,0.020,0.025,0.130
34,7.296,4.782,7.719,0.465,0.662,0.516,58.135,73,2,75,13.37,4.77,0.00,8.53,resume_reinforce,0,0,1,2.41,0.00,0.04,0.00,1.84,1751311755.18,150,0.073,0.020,0.022,0.117
35,7.411,6.616,7.801,0.115,1.834,0.082,33.326,76,1,66,13.24,4.72,0.00,7.42,none,0,0,1,2.65,0.00,0.03,0.00,1.81,1751311755.30,143,0.089,0.021,0.023,0.135
36,7.592,7.182,8.035,0.181,0.567,0.235,63.364,74,1,75,13.24,4.71,0.00,8.56,none,0,0,1,2.86,0.00,0.03,0.00,1.81,1751311755.44,150,0.071,0.021,0.022,0.117
37,7.895,7.279,8.100,0.304,0.097,0.064,59.162,71,1,77,13.29,4.74,0.00,7.47,none,0,0,1,3.11,0.00,0.02,0.00,1.82,1751311755.55,149,0.083,0.021,0.028,0.134
38,8.029,7.956,8.044,0.133,0.677,-0.056,57.718,79,1,70,13.37,4.76,0.00,8.12,none,0,0,1,3.33,0.00,0.02,0.00,1.84,1751311755.69,150,0.075,0.023,0.022,0.123
39,8.164,8.771,8.062,0.136,0.815,0.018,55.963,69,1,80,13.45,4.79,0.00,6.92,none,0,0,1,3.59,0.00,0.02,0.00,1.86,1751311755.81,150,0.095,0.024,0.024,0.144
40,8.343,9.229,8.020,0.179,0.458,-0.042,48.933,78,2,67,13.53,4.82,0.00,7.30,none,0,0,1,3.85,0.00,0.02,-0.00,1.88,1751311755.95,147,0.088,0.023,0.024,0.137
41,8.408,8.797,8.034,0.065,-0.433,0.014,48.924,75,3,72,13.60,4.85,0.00,7.22,none,0,0,1,4.11,0.00,0.02,-0.00,1.90,1751311756.09,150,0.094,0.021,0.023,0.138
42,8.517,8.349,8.174,0.109,-0.448,0.141,62.256,78,4,66,13.64,4.87,0.00,8.62,none,0,0,1,4.33,0.00,0.02,-0.00,1.91,1751311756.23,148,0.074,0.020,0.021,0.116
43,8.778,7.637,8.516,0.261,-0.712,0.341,56.010,77,4,69,13.69,4.89,0.00,7.09,none,0,0,1,4.60,0.00,0.02,-0.00,1.92,1751311756.34,150,0.094,0.022,0.023,0.141
44,9.135,6.859,8.802,0.357,-0.777,0.286,73.206,73,4,73,13.73,4.90,0.00,7.80,none,0,0,1,4.85,0.00,0.02,-0.00,1.93,1751311756.49,150,0.082,0.021,0.024,0.128
45,9.801,4.814,9.799,0.666,-2.045,0.997,111.509,76,6,68,13.76,4.91,0.00,8.67,none,0,0,1,5.07,0.00,0.02,-0.00,1.94,1751311756.61,150,0.075,0.018,0.021,0.115
46,10.695,4.588,10.876,0.894,-0.226,1.077,146.389,72,16,54,13.78,4.92,0.00,8.54,none,0,0,1,5.30,0.00,0.02,-0.00,1.95,1751311756.73,142,0.071,0.021,0.023,0.117
47,12.050,4.890,12.225,1.354,0.302,1.349,246.863,53,52,44,13.80,4.93,0.00,8.90,none,0,0,1,5.51,0.00,0.02,-0.00,1.95,1751311756.85,149,0.067,0.019,0.024,0.112
48,12.528,4.542,12.852,0.478,-0.348,0.627,105.132,55,29,65,13.82,4.93,0.00,8.72,none,0,0,1,5.74,0.00,0.02,-0.00,1.95,1751311756.96,149,0.068,0.020,0.025,0.115
49,12.832,3.460,13.414,0.304,-1.082,0.563,111.055,66,7,74,13.83,4.94,0.00,8.97,none,0,0,1,5.96,0.00,0.02,-0.00,1.96,1751311757.07,147,0.070,0.017,0.023,0.111
50,13.364,2.767,14.240,0.532,-0.693,0.826,119.012,56,9,82,13.84,4.94,0.00,8.76,none,0,0,0,6.18,0.00,0.01,-0.00,1.96,1751311757.18,147,0.068,0.019,0.024,0.114
51,14.167,3.133,15.037,0.803,0.367,0.797,117.461,60,10,78,13.86,4.95,0.00,7.66,resume_reinforce,0,0,0,6.44,0.00,0.01,-0.00,1.96,1751311757.30,148,0.088,0.018,0.022,0.131
52,15.136,3.708,15.404,0.969,0.574,0.366,126.516,49,12,87,13.86,4.95,0.00,8.94,none,0,0,0,6.66,0.00,0.01,-0.00,1.97,1751311757.43,148,0.068,0.020,0.023,0.112
53,15.609,4.159,15.825,0.473,0.452,0.422,148.302,44,11,88,13.87,4.95,0.00,7.88,none,0,0,0,6.90,0.00,0.01,-0.00,1.97,1751311757.54,143,0.078,0.022,0.023,0.127
54,15.502,4.576,16.247,-0.107,0.417,0.422,110.412,49,8,91,13.88,4.95,0.00,8.65,none,0,0,0,7.13,0.00,0.01,-0.00,1.97,1751311757.67,148,0.071,0.021,0.024,0.116
55,15.402,5.009,16.003,-0.100,0.432,-0.244,83.711,48,9,89,13.88,4.96,0.00,7.71,none,0,0,0,7.39,0.00,0.01,-0.00,1.97,1751311757.79,146,0.086,0.019,0.023,0.130
56,15.131,4.950,15.324,-0.271,-0.059,-0.679,106.722,72,11,65,13.89,4.96,0.00,8.54,none,0,0,0,7.61,0.00,0.01,-0.00,1.97,1751311757.91,148,0.069,0.020,0.025,0.117
57,14.439,4.648,14.432,-0.692,-0.301,-0.892,126.963,83,9,58,13.89,4.96,0.00,8.98,none,0,0,0,7.84,0.00,0.01,-0.00,1.97,1751311758.03,150,0.067,0.021,0.022,0.111
58,14.601,4.465,14.265,0.162,-0.183,-0.167,95.546,59,10,75,13.89,4.96,0.00,8.57,none,0,0,0,8.06,0.00,0.01,-0.00,1.97,1751311758.14,144,0.073,0.019,0.023,0.117
59,14.735,5.034,14.034,0.134,0.568,-0.231,91.455,68,15,66,13.90,4.96,0.00,8.05,none,0,0,0,8.31,0.00,0.01,-0.00,1.97,1751311758.26,149,0.083,0.018,0.023,0.124
60,14.945,5.332,13.586,0.210,0.299,-0.448,126.202,61,10,76,13.90,4.96,0.00,8.54,none,0,0,0,8.54,0.00,0.01,-0.00,1.97,1751311758.38,147,0.070,0.021,0.023,0.117
61,14.875,5.351,13.152,-0.070,0.019,-0.434,134.076,63,8,73,13.90,4.96,0.00,8.67,none,0,0,0,8.77,0.00,0.01,-0.00,1.98,1751311758.50,144,0.069,0.020,0.024,0.115
62,14.669,5.107,13.512,-0.206,-0.245,0.360,120.991,61,9,79,13.90,4.96,0.00,8.22,none,0,0,0,9.01,0.00,0.01,-0.00,1.98,1751311758.62,149,0.078,0.018,0.024,0.122
63,15.057,5.181,13.283,0.388,0.074,-0.229,133.774,62,7,81,13.90,4.96,0.00,8.09,none,0,0,0,9.25,0.00,0.01,-0.00,1.98,1751311758.74,150,0.077,0.019,0.024,0.124
64,15.528,4.940,13.008,0.471,-0.240,-0.275,110.199,70,7,66,13.90,4.96,0.00,8.51,none,0,0,0,9.48,0.00,0.01,-0.00,1.98,1751311758.86,143,0.071,0.022,0.025,0.118
65,15.726,4.829,12.954,0.198,-0.111,-0.054,90.385,75,8,64,13.90,4.96,0.00,8.46,none,0,0,0,9.72,0.00,0.01,-0.00,1.98,1751311758.98,147,0.076,0.018,0.024,0.118
66,15.666,4.561,13.302,-0.059,-0.268,0.348,108.842,53,8,88,13.91,4.96,0.00,8.78,none,0,0,0,9.93,0.00,0.01,-0.00,1.98,1751311759.10,149,0.064,0.023,0.024,0.114
67,15.431,4.391,13.697,-0.235,-0.170,0.395,118.966,45,7,93,13.91,4.96,0.00,8.78,none,0,0,0,10.16,0.00,0.01,-0.00,1.98,1751311759.21,145,0.069,0.020,0.024,0.114
68,15.665,4.218,14.301,0.234,-0.173,0.604,135.604,52,8,86,13.91,4.96,0.00,8.33,none,0,0,0,10.40,0.00,0.01,-0.00,1.98,1751311759.33,146,0.072,0.019,0.026,0.120
69,16.193,4.021,14.649,0.528,-0.197,0.348,137.996,54,9,84,13.91,4.97,0.00,8.26,resume_reinforce,0,0,0,10.63,0.00,0.01,-0.00,1.98,1751311759.44,147,0.075,0.019,0.026,0.121
70,15.829,3.800,15.101,-0.364,-0.221,0.452,156.476,40,7,99,13.91,4.97,0.00,8.44,none,0,0,0,10.87,0.00,0.01,-0.00,1.98,1751311759.57,146,0.072,0.024,0.023,0.118
71,15.377,3.938,15.261,-0.451,0.137,0.160,122.323,42,8,97,13.91,4.97,0.00,8.65,none,0,0,0,11.09,-0.00,0.01,-0.00,1.98,1751311759.69,147,0.067,0.022,0.025,0.116
72,14.772,3.946,14.935,-0.606,0.009,-0.326,100.459,47,8,95,13.91,4.97,0.00,8.91,none,0,0,0,11.31,-0.00,0.01,-0.00,1.98,1751311759.80,150,0.067,0.018,0.023,0.112
73,14.289,3.979,14.846,-0.483,0.033,-0.089,107.903,76,13,53,13.91,4.97,0.00,8.45,none,0,0,0,11.55,-0.00,0.01,-0.00,1.98,1751311759.91,142,0.072,0.020,0.024,0.118
74,14.350,4.556,14.678,0.061,0.577,-0.168,114.917,84,11,54,13.91,4.97,0.00,9.14,none,0,0,0,11.76,-0.00,0.01,-0.00,1.98,1751311760.03,149,0.068,0.018,0.024,0.109
75,14.609,4.457,14.723,0.259,-0.099,0.045,129.269,75,9,63,13.91,4.97,0.00,8.94,none,0,0,0,11.98,-0.00,0.01,-0.00,1.98,1751311760.14,147,0.067,0.018,0.024,0.112
76,14.604,4.563,14.401,-0.005,0.106,-0.322,98.935,67,9,73,13.91,4.97,0.00,8.83,none,0,0,0,12.21,-0.00,0.01,-0.00,1.98,1751311760.25,149,0.068,0.021,0.023,0.113
77,14.798,4.692,14.037,0.194,0.129,-0.364,113.925,77,7,65,13.91,4.97,0.00,8.84,none,0,0,0,12.43,-0.00,0.01,-0.00,1.98,1751311760.37,149,0.069,0.018,0.023,0.113
78,14.929,4.738,13.644,0.130,0.046,-0.393,136.742,78,9,61,13.91,4.97,0.00,8.01,none,0,0,0,12.67,-0.00,0.01,-0.00,1.98,1751311760.48,148,0.075,0.021,0.026,0.125
79,14.633,4.737,13.652,-0.296,-0.002,0.008,116.137,76,12,58,13.91,4.97,0.00,7.85,none,0,0,0,12.92,-0.00,0.01,-0.00,1.98,1751311760.60,146,0.082,0.020,0.025,0.127
80,14.965,4.889,13.564,0.332,0.152,-0.088,137.972,88,10,49,13.91,4.97,0.00,9.00,none,0,0,0,13.14,-0.00,0.01,-0.00,1.98,1751311760.73,147,0.064,0.022,0.022,0.111
81,15.311,5.002,13.533,0.346,0.113,-0.031,103.475,85,11,52,13.91,4.97,0.00,7.34,none,0,0,0,13.41,-0.00,0.01,-0.00,1.98,1751311760.84,148,0.091,0.020,0.024,0.136
82,15.456,5.504,13.630,0.145,0.502,0.097,101.565,98,8,42,13.91,4.97,0.00,7.81,none,0,0,0,13.66,-0.00,0.01,-0.00,1.98,1751311760.98,148,0.077,0.022,0.026,0.128
83,15.418,5.375,14.216,-0.038,-0.129,0.586,101.503,93,7,50,13.91,4.97,0.00,7.63,none,0,0,0,13.91,-0.00,0.01,-0.00,1.98,1751311761.11,150,0.086,0.018,0.025,0.131
84,15.208,5.225,14.583,-0.210,-0.151,0.367,112.737,108,12,30,13.91,4.97,0.00,8.79,none,0,0,0,14.14,-0.00,0.01,-0.00,1.98,1751311761.24,150,0.067,0.020,0.024,0.114
85,15.054,5.567,14.710,-0.153,0.342,0.126,120.988,101,15,30,13.91,4.97,0.00,8.45,none,0,0,0,14.37,-0.00,0.01,-0.00,1.98,1751311761.35,146,0.073,0.018,0.025,0.118
86,15.274,5.404,15.201,0.220,-0.163,0.492,111.339,68,27,55,13.91,4.97,0.00,8.89,none,0,0,0,14.59,-0.00,0.01,-0.00,1.98,1751311761.47,150,0.065,0.020,0.024,0.112
87,15.189,5.275,15.565,-0.085,-0.129,0.364,119.193,45,41,60,13.91,4.97,0.00,8.64,resume_reinforce,0,0,0,14.82,-0.00,0.01,-0.00,1.98,1751311761.58,146,0.071,0.020,0.023,0.116
88,14.831,5.167,16.079,-0.358,-0.108,0.514,112.592,33,80,34,13.91,4.97,0.00,8.48,none,0,0,0,15.05,-0.00,0.01,-0.00,1.98,1751311761.70,147,0.071,0.020,0.025,0.118
89,14.421,4.918,16.430,-0.410,-0.249,0.351,91.572,26,93,31,13.91,4.97,0.00,8.74,none,0,0,0,15.28,-0.00,0.01,-0.00,1.98,1751311761.81,150,0.072,0.018,0.023,0.114
90,13.909,4.625,16.054,-0.512,-0.293,-0.376,83.777,24,107,19,13.91,4.97,0.00,8.07,none,0,0,0,15.52,-0.00,0.01,-0.00,1.98,1751311761.93,150,0.072,0.022,0.028,0.124
91,14.972,4.198,16.105,1.063,-0.426,0.051,36.326,2,143,5,13.91,4.97,0.00,7.77,none,0,0,1,15.78,-0.00,0.01,-0.00,1.98,1751311762.05,150,0.083,0.019,0.024,0.129
92,14.548,3.590,14.599,-0.424,-0.609,-1.506,12.150,1,149,0,13.91,4.97,0.00,7.76,none,0,0,1,16.03,-0.00,0.01,-0.00,1.98,1751311762.18,150,0.084,0.021,0.023,0.129
93,14.267,3.391,16.578,-0.281,-0.199,1.979,52.478,3,145,2,13.91,4.97,0.00,8.69,none,0,0,1,16.26,-0.00,0.01,-0.00,1.98,1751311762.31,150,0.071,0.019,0.022,0.115
94,13.424,3.025,15.606,-0.843,-0.365,-0.972,13.398,3,145,2,13.91,4.97,0.00,8.34,none,0,0,1,16.49,-0.00,0.01,-0.00,1.98,1751311762.43,150,0.071,0.022,0.025,0.120
95,12.431,2.732,14.658,-0.993,-0.293,-0.949,16.348,3,144,3,13.91,4.97,0.00,8.27,none,0,0,1,16.73,-0.00,0.01,-0.00,1.98,1751311762.55,150,0.074,0.021,0.024,0.121
96,11.877,2.842,14.162,-0.554,0.110,-0.496,60.135,22,110,18,13.91,4.97,0.00,7.97,none,0,0,0,16.98,-0.00,0.01,-0.00,1.98,1751311762.67,150,0.078,0.023,0.022,0.125
97,11.273,2.909,13.476,-0.604,0.067,-0.686,57.511,62,34,52,13.91,4.97,0.00,7.37,none,0,0,1,17.25,-0.00,0.01,-0.00,1.98,1751311762.79,148,0.089,0.022,0.023,0.136
98,10.687,3.059,12.553,-0.586,0.151,-0.923,62.105,58,34,58,13.91,4.97,0.00,8.73,none,0,0,1,17.47,-0.00,0.01,-0.00,1.98,1751311762.93,150,0.073,0.018,0.022,0.115
99,10.318,3.157,11.540,-0.369,0.097,-1.013,50.480,53,31,64,13.91,4.97,0.00,7.22,none,0,0,1,17.75,-0.00,0.01,-0.00,1.98,1751311763.04,148,0.091,0.023,0.022,0.138
100,10.114,3.492,11.216,-0.204,0.335,-0.324,60.099,61,31,56,13.91,4.97,0.00,8.06,none,0,0,1,17.99,-0.00,0.01,-0.00,1.98,1751311763.18,148,0.078,0.020,0.024,0.124
101,8.405,3.798,10.510,-1.709,0.306,-0.706,53.212,71,34,42,13.91,4.97,0.00,8.00,none,0,0,1,18.24,-0.00,0.01,-0.00,1.98,1751311763.30,147,0.079,0.021,0.023,0.125
102,8.607,4.173,11.313,0.202,0.375,0.802,58.478,61,34,52,13.91,4.97,0.00,7.87,none,0,0,1,18.49,-0.00,0.01,-0.00,1.98,1751311763.43,147,0.082,0.020,0.025,0.127
103,8.623,4.613,8.459,0.016,0.440,-2.853,58.686,60,42,48,13.91,4.97,0.00,7.15,none,0,0,1,18.77,-0.00,0.01,-0.00,1.98,1751311763.56,150,0.091,0.024,0.023,0.140
104,9.174,5.243,8.961,0.551,0.630,0.501,66.747,59,40,49,13.91,4.97,0.00,7.45,resume_reinforce,0,0,1,19.03,-0.00,0.01,-0.00,1.98,1751311763.70,148,0.074,0.021,0.025,0.134
105,9.847,5.905,9.538,0.673,0.662,0.577,72.920,58,50,41,13.91,4.97,0.00,8.95,none,0,0,1,19.25,-0.00,0.01,-0.00,1.98,1751311763.83,149,0.077,0.021,0.024,0.112
106,10.140,6.684,9.410,0.293,0.779,-0.127,76.560,52,52,43,13.91,4.97,0.00,7.51,none,0,0,1,19.51,-0.00,0.01,-0.00,1.98,1751311763.94,147,0.086,0.021,0.024,0.133
107,10.460,7.537,9.890,0.320,0.854,0.480,80.769,46,62,38,9.85,3.44,0.00,1.59,dodge_right,0,1,1,20.40,-0.00,-0.33,-0.00,0.96,1751311764.08,146,0.081,0.021,0.024,0.631
108,10.924,8.383,10.212,0.464,0.846,0.322,82.655,43,66,35,9.79,3.42,0.00,17.01,none,0,1,0,20.40,-0.00,-0.34,-0.00,0.95,1751311764.71,144,0.074,0.025,0.025,0.059
109,11.254,9.307,10.542,0.331,0.924,0.330,97.668,9,104,35,8.81,3.05,0.00,15.67,none,0,1,0,20.42,0.00,-0.38,-0.08,0.70,1751311764.77,148,0.075,0.022,0.027,0.064
110,11.322,9.780,10.495,0.067,0.473,-0.047,69.116,13,112,21,7.22,2.46,0.00,16.18,none,0,1,0,20.44,0.00,-0.42,-0.31,0.30,1751311764.83,146,0.083,0.020,0.025,0.062
111,12.072,10.569,11.943,0.750,0.789,1.448,133.673,20,113,10,6.57,2.21,0.00,11.02,none,0,1,0,20.46,0.01,-0.43,-0.64,0.14,1751311764.89,143,0.076,0.023,0.025,0.091
112,12.619,11.301,12.416,0.547,0.732,0.472,102.421,36,84,27,6.87,2.33,0.00,8.63,none,0,1,0,20.47,0.03,-0.43,-0.82,0.22,1751311764.98,147,0.071,0.020,0.023,0.116
113,13.044,11.980,13.181,0.425,0.679,0.765,92.969,34,81,25,7.28,2.48,0.00,8.46,none,0,1,0,20.47,0.06,-0.43,-0.92,0.32,1751311765.10,140,0.071,0.021,0.025,0.118
114,13.353,12.499,13.733,0.308,0.519,0.552,66.612,37,78,27,7.73,2.65,0.00,7.25,none,0,1,0,20.46,0.11,-0.43,-0.96,0.43,1751311765.22,142,0.091,0.022,0.022,0.138
115,13.621,12.817,14.033,0.268,0.319,0.300,119.884,42,82,25,8.07,2.78,0.00,8.58,none,0,1,0,20.46,0.17,-0.43,-0.98,0.52,1751311765.35,149,0.072,0.021,0.023,0.117
116,13.587,12.867,14.605,-0.033,0.050,0.572,105.271,40,81,27,8.40,2.90,0.00,7.35,none,0,1,0,20.46,0.24,-0.43,-0.99,0.60,1751311765.47,148,0.086,0.022,0.026,0.136
117,13.476,12.920,14.393,-0.111,0.053,-0.212,111.945,32,62,53,8.66,3.00,0.00,7.80,none,0,1,0,20.45,0.32,-0.43,-0.99,0.67,1751311765.61,147,0.083,0.021,0.024,0.128
118,13.156,13.054,14.266,-0.320,0.134,-0.128,96.925,44,43,61,8.87,3.08,0.00,8.56,none,0,1,0,20.45,0.41,-0.42,-0.98,0.72,1751311765.73,148,0.071,0.022,0.022,0.117
119,13.097,13.281,13.876,-0.060,0.227,-0.390,78.504,36,35,79,9.07,3.15,0.00,7.20,none,0,1,0,20.45,0.51,-0.42,-0.98,0.77,1751311765.85,150,0.092,0.021,0.023,0.139
120,13.175,14.090,14.019,0.079,0.809,0.143,113.061,47,38,61,9.21,3.20,0.00,8.68,none,0,1,0,20.45,0.60,-0.42,-0.98,0.80,1751311765.99,146,0.070,0.021,0.023,0.115
121,12.699,14.421,12.708,-0.476,0.332,-1.311,91.911,53,43,52,9.35,3.26,0.00,7.12,none,0,1,0,20.45,0.71,-0.42,-0.98,0.84,1751311766.11,148,0.090,0.025,0.024,0.140
122,12.396,15.118,12.522,-0.303,0.697,-0.186,108.849,48,33,68,9.46,3.30,0.00,8.04,none,0,1,0,20.45,0.82,-0.41,-0.98,0.86,1751311766.25,149,0.075,0.024,0.023,0.124
123,12.232,15.324,11.587,-0.164,0.206,-0.935,89.956,35,43,70,9.55,3.33,0.00,7.36,none,0,1,0,20.45,0.94,-0.41,-0.98,0.89,1751311766.37,148,0.084,0.026,0.025,0.136
124,12.479,15.040,10.874,0.247,-0.284,-0.714,71.641,25,69,54,9.64,3.36,0.00,6.28,none,0,1,0,20.45,1.08,-0.41,-0.98,0.91,1751311766.51,148,0.107,0.025,0.024,0.159
125,12.779,14.910,10.425,0.300,-0.131,-0.449,91.910,18,96,36,9.70,3.39,0.00,6.77,none,0,1,0,20.45,1.21,-0.41,-0.98,0.93,1751311766.67,150,0.096,0.024,0.025,0.148
126,13.024,14.619,9.694,0.245,-0.291,-0.730,70.252,12,112,26,9.75,3.41,0.00,7.72,none,0,1,0,20.45,1.33,-0.40,-0.98,0.94,1751311766.81,150,0.083,0.022,0.022,0.130
127,13.747,14.139,9.301,0.724,-0.480,-0.393,70.579,17,97,36,9.79,3.42,0.00,7.75,none,0,1,0,20.46,1.46,-0.40,-0.98,0.95,1751311766.94,150,0.084,0.021,0.023,0.129
128,14.598,13.480,8.988,0.850,-0.659,-0.313,88.668,22,82,45,9.82,3.43,0.00,8.58,none,0,1,0,20.46,1.57,-0.40,-0.98,0.95,1751311767.07,149,0.071,0.019,0.025,0.116
129,14.960,12.665,8.965,0.363,-0.815,-0.023,64.434,21,70,58,9.85,3.44,0.00,7.82,none,0,1,0,20.46,1.69,-0.40,-0.98,0.96,1751311767.19,149,0.080,0.022,0.022,0.128
130,15.391,11.558,8.811,0.431,-1.107,-0.155,65.861,18,55,76,9.87,3.45,0.00,7.63,none,0,1,0,20.46,1.82,-0.40,-0.98,0.97,1751311767.32,149,0.084,0.023,0.024,0.131
131,15.501,10.678,8.795,0.110,-0.881,-0.015,75.320,19,41,90,9.89,3.46,0.00,8.27,none,0,1,0,20.46,1.93,-0.40,-0.98,0.97,1751311767.45,150,0.074,0.020,0.025,0.121
132,15.246,9.329,8.541,-0.255,-1.349,-0.255,63.199,31,36,83,9.73,3.40,0.00,3.03,resume,0,0,0,20.47,2.25,-0.39,-0.98,0.93,1751311767.57,150,0.076,0.022,0.025,0.330
133,15.102,8.449,8.634,-0.144,-0.880,0.094,64.600,14,37,97,9.70,3.39,0.00,17.85,none,0,0,0,20.47,2.26,-0.39,-0.98,0.93,1751311767.90,148,0.085,0.021,0.030,0.056
134,15.051,8.323,8.807,-0.051,-0.126,0.172,49.888,6,39,97,9.75,3.41,0.00,16.36,none,0,0,1,20.47,2.31,-0.38,-0.61,0.94,1751311767.95,142,0.081,0.026,0.023,0.061
135,14.500,8.344,9.035,-0.552,0.021,0.228,85.540,8,56,84,9.98,3.49,0.00,13.31,none,0,0,1,20.48,2.42,-0.32,-0.05,1.00,1751311768.01,148,0.072,0.021,0.030,0.075
136,14.427,8.759,9.427,-0.073,0.415,0.392,91.844,12,39,96,9.76,3.41,0.00,7.98,none,0,0,0,20.51,2.51,-0.26,0.20,0.94,1751311768.09,147,0.080,0.021,0.023,0.125
137,13.940,9.204,9.718,-0.487,0.445,0.291,68.920,5,47,97,9.79,3.42,0.00,7.98,none,0,0,1,20.56,2.59,-0.20,0.21,0.95,1751311768.22,149,0.077,0.020,0.027,0.125
138,12.957,9.361,9.793,-0.983,0.157,0.075,30.648,2,47,99,10.05,3.52,0.00,8.25,none,0,0,1,20.65,2.66,-0.14,0.11,1.01,1751311768.34,148,0.073,0.022,0.023,0.121
139,12.628,9.152,9.356,-0.329,-0.209,-0.436,25.261,3,50,97,10.46,3.67,0.00,7.30,none,0,0,1,20.76,2.73,-0.09,-0.03,1.12,1751311768.46,150,0.090,0.023,0.023,0.137
140,12.412,8.982,9.074,-0.216,-0.170,-0.283,32.976,2,46,97,10.91,3.84,0.00,7.85,none,0,0,1,20.90,2.78,-0.05,-0.11,1.23,1751311768.60,145,0.080,0.023,0.022,0.127
141,12.554,8.659,8.950,0.142,-0.323,-0.124,42.222,3,47,99,11.32,3.99,0.00,7.99,none,0,0,1,21.05,2.82,-0.02,-0.14,1.33,1751311768.73,149,0.079,0.020,0.024,0.125
142,13.006,8.402,9.043,0.452,-0.257,0.094,46.516,1,52,94,11.72,4.15,0.00,7.66,none,0,0,1,21.23,2.85,0.00,-0.12,1.43,1751311768.85,147,0.079,0.021,0.027,0.131
143,13.458,8.144,9.256,0.452,-0.258,0.212,55.491,3,53,94,12.06,4.27,0.00,8.09,none,0,0,1,21.41,2.88,0.02,-0.08,1.51,1751311768.98,150,0.075,0.022,0.025,0.124
