frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
18,1751197947.80,0,0.000,0.000,0.000,0.000,0.00,0.00,-0.85,0.00,0.01,blind_forward,1,0,0,0.00,0.00,0.00,0.95,0.082,0.018,0.021,1.049
19,1751197947.80,150,0.022,0.011,0.023,0.400,0.00,0.00,-0.84,0.00,0.03,none,0,0,0,20.33,2.05,0.00,16.79,0.072,0.021,0.022,0.060
20,1751197947.86,150,2.023,4.226,2.909,85.714,0.01,0.00,-0.85,0.00,0.17,none,0,0,0,21.71,2.26,0.00,9.69,0.075,0.018,0.021,0.103
21,1751197947.97,148,5.737,8.185,4.634,126.472,0.04,0.00,-0.87,0.00,0.41,none,0,0,0,24.09,2.61,0.00,7.85,0.082,0.020,0.023,0.127
22,1751197948.09,147,6.768,8.734,5.408,69.728,0.09,0.00,-0.89,0.00,0.59,none,0,0,0,25.87,2.88,0.00,9.00,0.068,0.020,0.021,0.111
23,1751197948.20,149,5.864,7.416,5.053,16.819,0.16,0.00,-0.92,0.00,0.76,none,0,0,0,27.63,3.14,0.00,8.54,0.074,0.020,0.022,0.117
24,1751197948.32,148,5.884,7.087,5.506,30.260,0.26,0.00,-0.93,0.00,0.92,none,0,0,0,29.24,3.39,0.00,8.89,0.070,0.018,0.022,0.112
25,1751197948.43,148,6.109,7.079,6.088,39.884,0.37,0.00,-0.95,0.00,1.07,none,0,0,0,30.71,3.61,0.00,8.53,0.071,0.021,0.024,0.117
26,1751197948.55,148,6.327,7.127,6.617,42.256,0.50,0.00,-0.96,0.00,1.21,none,0,0,0,32.06,3.81,0.00,8.61,0.073,0.020,0.022,0.116
27,1751197948.67,147,6.500,7.282,7.066,44.176,0.64,0.00,-0.96,0.00,1.32,none,0,0,0,33.18,3.98,0.00,8.95,0.068,0.019,0.021,0.112
28,1751197948.78,145,7.282,7.989,8.179,42.232,0.79,0.00,-0.97,0.00,1.42,none,0,0,0,34.15,4.12,0.00,9.08,0.068,0.019,0.021,0.110
29,1751197948.89,148,7.996,8.653,9.311,74.918,0.96,0.00,-0.97,0.00,1.50,none,0,0,0,35.01,4.25,0.00,8.73,0.071,0.019,0.022,0.115
30,1751197949.00,150,8.109,8.075,9.691,104.387,1.15,0.00,-0.97,0.00,1.58,none,0,0,0,35.78,4.37,0.00,8.16,0.079,0.020,0.022,0.122
31,1751197949.13,143,7.125,6.757,10.060,73.232,1.33,0.00,-0.97,0.00,1.64,dodge_left,0,1,1,36.41,4.46,0.00,8.60,0.071,0.022,0.022,0.116
32,1751197949.24,134,6.699,6.214,10.235,46.087,1.54,-0.00,-0.97,-0.21,1.62,dodge_left,0,1,1,36.26,4.44,0.00,8.07,0.081,0.020,0.021,0.124
33,1751197949.37,147,7.738,7.740,11.497,177.018,1.73,-0.01,-0.98,-0.41,1.50,dodge_left,0,1,1,35.01,4.25,0.00,8.18,0.079,0.018,0.020,0.122
34,1751197949.49,133,8.250,8.520,11.875,124.370,1.89,-0.03,-1.01,-0.46,1.35,dodge_left,0,1,1,33.53,4.03,0.00,8.71,0.070,0.022,0.022,0.115
35,1751197949.60,147,8.366,8.798,11.932,53.733,2.03,-0.07,-1.04,-0.43,1.21,dodge_left,0,1,1,32.13,3.82,0.00,8.68,0.072,0.020,0.021,0.115
36,1751197949.72,146,7.979,8.462,11.921,56.555,2.16,-0.12,-1.07,-0.36,1.08,dodge_left,0,1,1,30.81,3.62,0.00,7.94,0.082,0.019,0.023,0.126
37,1751197949.84,149,7.611,8.145,12.036,58.835,2.27,-0.18,-1.09,-0.28,0.98,dodge_left,0,1,1,29.85,3.48,0.00,8.12,0.082,0.019,0.020,0.123
38,1751197949.97,148,7.275,7.973,12.236,55.931,2.37,-0.25,-1.10,-0.22,0.92,dodge_left,0,1,1,29.19,3.38,0.00,7.98,0.076,0.026,0.023,0.125
