frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
17,1751213706.46,0,0.000,0.000,0.000,0.000,0.00,0.00,-0.85,0.00,0.01,blind_forward,1,0,0,0.00,0.00,0.00,1.00,0.079,0.018,0.021,1.001
18,1751213706.47,150,0.013,0.012,0.013,0.160,0.00,0.00,-0.84,0.00,0.03,none,0,0,0,0.00,0.00,0.00,13.95,0.079,0.020,0.022,0.072
19,1751213706.54,150,2.299,1.829,2.000,59.088,0.01,0.00,-0.85,-0.00,0.24,none,0,0,0,0.00,0.00,0.00,7.90,0.081,0.021,0.023,0.127
20,1751213706.67,149,3.858,2.903,3.840,76.219,0.05,0.00,-0.88,-0.00,0.46,none,0,0,0,0.00,0.00,0.00,7.96,0.082,0.020,0.022,0.126
21,1751213706.79,150,4.404,3.342,4.287,41.679,0.11,-0.00,-0.90,-0.00,0.65,none,0,0,0,0.00,0.00,0.00,8.25,0.075,0.019,0.025,0.121
22,1751213706.91,150,4.392,3.307,4.294,12.308,0.21,-0.00,-0.93,0.00,0.85,none,0,0,0,0.00,0.00,0.00,7.36,0.092,0.020,0.022,0.136
23,1751213707.05,150,4.742,3.588,4.659,34.372,0.33,-0.00,-0.94,0.00,1.02,none,0,0,0,0.00,0.00,0.00,7.26,0.080,0.026,0.028,0.138
24,1751213707.19,150,5.069,3.727,4.838,46.991,0.47,-0.00,-0.96,0.00,1.17,none,0,0,0,0.00,0.00,0.00,7.99,0.077,0.022,0.026,0.125
25,1751213707.31,150,5.284,3.926,4.963,38.522,0.62,-0.00,-0.96,0.00,1.30,none,0,0,0,0.00,0.00,0.00,8.04,0.077,0.019,0.025,0.124
26,1751213707.44,150,5.512,4.138,5.139,30.089,0.80,-0.00,-0.97,0.00,1.42,none,0,0,0,0.00,0.00,0.00,7.54,0.090,0.021,0.021,0.133
27,1751213707.57,150,6.303,4.790,5.697,46.232,0.99,-0.00,-0.97,0.00,1.51,none,0,0,0,12.56,4.27,0.00,7.87,0.084,0.019,0.022,0.127
28,1751213707.70,150,7.067,5.468,6.405,26.961,1.23,-0.00,-0.97,0.00,1.61,none,0,0,0,13.03,4.41,0.00,6.54,0.110,0.019,0.023,0.153
29,1751213707.85,150,7.139,5.602,6.434,42.245,1.42,-0.00,-0.97,0.00,1.67,none,0,0,0,13.34,4.50,0.00,8.20,0.073,0.022,0.024,0.122
30,1751213707.97,148,7.164,5.733,6.317,37.179,1.64,-0.00,-0.97,0.00,1.72,none,0,0,0,13.61,4.58,0.00,7.66,0.084,0.021,0.022,0.130
31,1751213708.10,146,7.416,5.947,6.451,53.679,1.84,-0.00,-0.97,0.00,1.76,none,0,0,0,13.81,4.64,0.00,8.85,0.070,0.018,0.023,0.113
32,1751213708.22,144,7.810,6.473,6.824,48.261,2.06,-0.00,-0.97,-0.00,1.80,none,0,0,0,13.99,4.70,0.00,8.20,0.076,0.021,0.023,0.122
33,1751213708.34,150,7.965,6.820,6.885,54.714,2.27,-0.00,-0.96,-0.00,1.83,none,0,0,0,14.13,4.74,0.00,8.61,0.070,0.021,0.022,0.116
34,1751213708.45,150,8.119,7.500,7.123,53.691,2.50,-0.00,-0.96,-0.00,1.85,none,0,0,0,14.26,4.78,0.00,7.94,0.084,0.020,0.021,0.126
35,1751213708.58,150,8.291,7.954,7.398,55.422,2.72,-0.00,-0.96,-0.00,1.77,resume_reinforce,0,0,0,13.88,4.66,0.00,8.36,0.075,0.020,0.024,0.120
36,1751213708.70,150,8.605,8.555,7.594,54.295,2.94,-0.00,-0.95,-0.00,1.67,none,0,0,0,13.36,4.51,0.00,7.59,0.088,0.019,0.022,0.132
37,1751213708.83,147,8.832,7.903,7.934,41.674,3.18,-0.00,-0.94,-0.00,1.65,none,0,0,0,13.25,4.47,0.00,6.84,0.098,0.022,0.024,0.146
38,1751213708.98,150,8.779,7.223,7.879,38.968,3.40,-0.00,-0.93,-0.00,1.67,none,0,0,0,13.36,4.51,0.00,7.55,0.086,0.021,0.024,0.133
39,1751213709.11,150,8.836,6.542,7.985,53.890,3.62,-0.00,-0.92,-0.00,1.71,none,0,0,0,13.54,4.56,0.00,7.59,0.087,0.021,0.022,0.132
40,1751213709.24,149,8.979,6.101,8.220,62.763,3.82,-0.00,-0.92,-0.00,1.74,none,0,0,0,13.71,4.61,0.00,8.42,0.074,0.020,0.022,0.119
41,1751213709.36,150,9.070,5.425,8.494,58.750,4.05,-0.00,-0.91,-0.00,1.78,none,0,0,0,13.89,4.67,0.00,7.78,0.083,0.022,0.023,0.129
42,1751213709.49,149,9.200,4.603,8.641,54.494,4.28,-0.00,-0.91,-0.00,1.81,none,0,0,0,14.05,4.72,0.00,7.77,0.084,0.020,0.022,0.129
43,1751213709.62,150,9.363,3.809,8.904,56.220,4.52,-0.00,-0.90,-0.00,1.84,none,0,0,0,14.20,4.76,0.00,7.48,0.091,0.021,0.022,0.134
44,1751213709.75,149,9.778,2.733,8.949,73.020,4.75,-0.00,-0.90,-0.00,1.86,none,0,0,1,14.31,4.79,0.00,8.32,0.073,0.020,0.023,0.120
45,1751213709.87,150,10.359,1.824,9.161,71.339,4.99,-0.00,-0.89,-0.00,1.88,none,0,0,1,14.41,4.82,0.00,7.59,0.087,0.020,0.023,0.132
46,1751213710.00,149,11.039,0.863,9.900,131.072,5.22,-0.00,-0.89,-0.00,1.90,none,0,0,1,14.49,4.85,0.00,8.25,0.076,0.023,0.021,0.121
47,1751213710.12,147,12.047,1.623,11.089,217.805,5.44,-0.00,-0.89,-0.00,1.91,none,0,0,1,14.55,4.86,0.00,8.58,0.073,0.018,0.024,0.117
48,1751213710.24,148,12.699,2.398,11.744,154.420,5.65,-0.00,-0.89,-0.00,1.92,none,0,0,1,14.60,4.88,0.00,9.12,0.068,0.018,0.022,0.110
49,1751213710.35,149,13.209,2.801,12.764,131.674,5.86,-0.00,-0.88,-0.00,1.93,none,0,0,0,14.64,4.89,0.00,8.96,0.067,0.019,0.023,0.112
50,1751213710.46,148,13.542,2.726,13.267,85.789,6.14,-0.00,-0.88,-0.00,1.94,none,0,0,0,14.69,4.91,0.00,6.99,0.099,0.019,0.023,0.143
51,1751213710.61,149,13.744,3.122,13.669,94.062,6.37,-0.00,-0.88,-0.00,1.94,none,0,0,0,14.72,4.92,0.00,8.02,0.080,0.018,0.026,0.125
52,1751213710.73,146,14.182,3.769,14.026,103.833,6.59,-0.00,-0.88,-0.00,1.95,resume_reinforce,0,0,0,14.75,4.92,0.00,8.84,0.066,0.020,0.023,0.113
53,1751213710.84,143,14.806,4.062,14.198,82.488,6.86,-0.00,-0.88,-0.00,1.95,none,0,0,0,14.77,4.93,0.00,7.23,0.094,0.021,0.022,0.138
54,1751213710.98,145,14.917,4.502,14.737,83.212,7.12,-0.00,-0.88,-0.00,1.96,none,0,0,0,14.79,4.94,0.00,7.49,0.089,0.019,0.024,0.133
55,1751213711.11,147,14.647,4.894,14.991,82.126,7.34,-0.00,-0.87,-0.00,1.96,none,0,0,0,14.81,4.94,0.00,8.70,0.070,0.018,0.024,0.115
56,1751213711.23,147,14.161,5.132,14.553,79.206,7.57,-0.00,-0.87,-0.00,1.96,none,0,0,0,14.82,4.95,0.00,8.78,0.068,0.021,0.023,0.114
57,1751213711.34,149,13.451,4.714,13.669,96.774,7.80,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.83,4.95,0.00,8.38,0.076,0.019,0.022,0.119
58,1751213711.46,147,13.500,4.307,13.530,109.565,8.02,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.84,4.95,0.00,8.86,0.067,0.018,0.027,0.113
59,1751213711.58,146,13.569,4.283,13.177,95.612,8.24,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.85,4.95,0.00,8.60,0.071,0.021,0.022,0.116
60,1751213711.69,140,13.512,4.418,12.902,111.558,8.46,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.85,4.96,0.00,9.07,0.067,0.018,0.022,0.110
61,1751213711.80,146,13.508,4.142,12.969,111.810,8.68,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.86,4.96,0.00,9.03,0.067,0.019,0.023,0.111
62,1751213711.91,147,13.532,3.832,12.950,80.158,8.94,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.86,4.96,0.00,7.62,0.086,0.021,0.023,0.131
63,1751213712.04,147,13.598,3.672,13.009,98.659,9.16,-0.00,-0.87,-0.00,1.97,none,0,0,0,14.87,4.96,0.00,8.85,0.068,0.021,0.023,0.113
64,1751213712.16,148,13.893,3.425,12.770,99.984,9.40,-0.00,-0.87,-0.00,1.97,none,0,0,1,14.87,4.96,0.00,8.09,0.080,0.017,0.024,0.124
65,1751213712.28,148,14.418,3.220,12.888,133.687,9.62,-0.00,-0.87,-0.00,1.97,none,0,0,1,14.87,4.96,0.00,9.14,0.066,0.018,0.023,0.109
66,1751213712.39,147,14.526,3.269,13.173,123.129,9.83,-0.00,-0.87,-0.00,1.97,none,0,0,1,14.87,4.96,0.00,9.14,0.066,0.019,0.022,0.109
67,1751213712.50,147,14.541,3.328,13.382,112.179,10.06,-0.00,-0.87,-0.00,1.98,none,0,0,1,14.88,4.96,0.00,8.76,0.070,0.019,0.023,0.114
68,1751213712.61,145,14.591,3.256,13.727,104.690,10.28,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.96,0.00,8.79,0.070,0.021,0.023,0.114
69,1751213712.73,145,14.756,3.366,13.646,101.678,10.51,-0.00,-0.86,-0.00,1.98,none,0,0,1,14.88,4.96,0.00,8.64,0.070,0.020,0.024,0.116
70,1751213712.84,146,15.013,3.402,13.625,114.227,10.74,-0.00,-0.86,-0.00,1.98,resume_reinforce,0,0,1,14.88,4.96,0.00,8.52,0.070,0.017,0.029,0.117
71,1751213712.96,139,15.355,3.554,13.403,87.884,10.98,-0.00,-0.86,-0.00,1.98,none,0,0,1,14.88,4.96,0.00,8.23,0.074,0.022,0.022,0.121
72,1751213713.08,141,15.173,3.682,13.496,94.329,11.21,-0.00,-0.86,-0.00,1.98,none,0,0,1,14.88,4.96,0.00,8.74,0.070,0.019,0.024,0.114
73,1751213713.20,145,14.655,4.097,13.660,88.901,11.45,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.96,0.00,8.15,0.076,0.018,0.024,0.123
74,1751213713.32,149,14.296,4.395,13.856,105.658,11.66,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.96,0.00,9.04,0.067,0.019,0.024,0.111
75,1751213713.43,148,14.176,4.682,13.647,103.994,11.90,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.97,0.00,8.31,0.071,0.020,0.027,0.120
76,1751213713.55,149,14.152,4.563,13.420,102.372,12.13,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.97,0.00,8.51,0.072,0.020,0.023,0.117
77,1751213713.67,147,14.117,4.653,13.537,111.240,12.36,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.97,0.00,8.81,0.068,0.019,0.024,0.114
78,1751213713.78,148,14.037,4.732,13.502,111.493,12.58,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.88,4.97,0.00,8.92,0.069,0.019,0.025,0.112
79,1751213713.89,144,14.035,4.589,13.341,101.416,12.82,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.89,4.97,0.00,8.13,0.079,0.018,0.022,0.123
80,1751213714.02,144,13.955,4.758,13.609,87.310,13.07,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.89,4.97,0.00,7.78,0.082,0.022,0.025,0.129
81,1751213714.15,144,14.012,5.020,13.274,96.500,13.31,-0.00,-0.86,-0.00,1.98,none,0,0,0,14.89,4.97,0.00,8.06,0.076,0.020,0.025,0.124
